"동읍면/5세별 주민등록인구"

"C행정구역(동읍면)별","행정구역(동읍면)별","C5세별","5세별","시점","인구 (명)","남 (명)","여 (명)"
'00,"전국",'00,"계",1995,45858029,23041367,22816662
'00,"전국",'05,"0 - 4세",1995,3560232,1894458,1665774
'00,"전국",'10,"5 - 9세",1995,3160362,1665680,1494682
'00,"전국",'15,"10 - 14세",1995,3756882,1940490,1816392
'00,"전국",'20,"15 - 19세",1995,3973023,2040155,1932868
'00,"전국",'25,"20 - 24세",1995,4448814,2282897,2165917
'00,"전국",'30,"25 - 29세",1995,4553489,2333376,2220113
'00,"전국",'35,"30 - 34세",1995,4427762,2283276,2144486
'00,"전국",'40,"35 - 39세",1995,4238738,2177235,2061503
'00,"전국",'45,"40 - 44세",1995,3097028,1584027,1513001
'00,"전국",'50,"45 - 49세",1995,2443531,1246036,1197495
'00,"전국",'55,"50 - 54세",1995,2154038,1063198,1090840
'00,"전국",'60,"55 - 59세",1995,1916529,914835,1001694
'00,"전국",'65,"60 - 64세",1995,1462360,644500,817860
'00,"전국",'70,"65 - 69세",1995,1036219,410663,625556
'00,"전국",'75,"70 - 74세",1995,753638,288804,464834
'00,"전국",'80,"75 - 79세",1995,467967,164118,303849
'00,"전국",'85,"80 - 84세",1995,258559,74803,183756
'00,"전국",'90,"85+ ",1995,148858,32816,116042
'11,"서울특별시",'00,"계",1995,10550871,5302277,5248594
'11,"서울특별시",'05,"0 - 4세",1995,767364,404500,362864
'11,"서울특별시",'10,"5 - 9세",1995,649019,341889,307130
'11,"서울특별시",'15,"10 - 14세",1995,826025,432652,393373
'11,"서울특별시",'20,"15 - 19세",1995,913220,475158,438062
'11,"서울특별시",'25,"20 - 24세",1995,1089340,538147,551193
'11,"서울특별시",'30,"25 - 29세",1995,1180707,610831,569876
'11,"서울특별시",'35,"30 - 34세",1995,1031494,539711,491783
'11,"서울특별시",'40,"35 - 39세",1995,990072,488774,501298
'11,"서울특별시",'45,"40 - 44세",1995,788494,384870,403624
'11,"서울특별시",'50,"45 - 49세",1995,648468,322650,325818
'11,"서울특별시",'55,"50 - 54세",1995,537169,275122,262047
'11,"서울특별시",'60,"55 - 59세",1995,405431,204806,200625
'11,"서울특별시",'65,"60 - 64세",1995,265150,122748,142402
'11,"서울특별시",'70,"65 - 69세",1995,177916,70017,107899
'11,"서울특별시",'75,"70 - 74세",1995,127554,46384,81170
'11,"서울특별시",'80,"75 - 79세",1995,81440,26035,55405
'11,"서울특별시",'85,"80 - 84세",1995,45765,12050,33715
'11,"서울특별시",'90,"85+ ",1995,26243,5933,20310
'11110," 종로구",'00,"계",1995,203086,101960,101126
'11110," 종로구",'05,"0 - 4세",1995,11703,6135,5568
'11110," 종로구",'10,"5 - 9세",1995,10504,5536,4968
'11110," 종로구",'15,"10 - 14세",1995,14039,7475,6564
'11110," 종로구",'20,"15 - 19세",1995,16349,8636,7713
'11110," 종로구",'25,"20 - 24세",1995,22856,11589,11267
'11110," 종로구",'30,"25 - 29세",1995,23737,13105,10632
'11110," 종로구",'35,"30 - 34세",1995,17991,9604,8387
'11110," 종로구",'40,"35 - 39세",1995,17130,8502,8628
'11110," 종로구",'45,"40 - 44세",1995,13922,6646,7276
'11110," 종로구",'50,"45 - 49세",1995,12216,5737,6479
'11110," 종로구",'55,"50 - 54세",1995,12162,5651,6511
'11110," 종로구",'60,"55 - 59세",1995,10582,5121,5461
'11110," 종로구",'65,"60 - 64세",1995,7271,3387,3884
'11110," 종로구",'70,"65 - 69세",1995,4843,2004,2839
'11110," 종로구",'75,"70 - 74세",1995,3514,1463,2051
'11110," 종로구",'80,"75 - 79세",1995,2217,804,1413
'11110," 종로구",'85,"80 - 84세",1995,1270,377,893
'11110," 종로구",'90,"85+ ",1995,780,188,592
'11140," 중구",'00,"계",1995,143138,72132,71006
'11140," 중구",'05,"0 - 4세",1995,8572,4484,4088
'11140," 중구",'10,"5 - 9세",1995,7478,3958,3520
'11140," 중구",'15,"10 - 14세",1995,9260,4749,4511
'11140," 중구",'20,"15 - 19세",1995,10925,5558,5367
'11140," 중구",'25,"20 - 24세",1995,16086,8191,7895
'11140," 중구",'30,"25 - 29세",1995,17209,9586,7623
'11140," 중구",'35,"30 - 34세",1995,13377,7358,6019
'11140," 중구",'40,"35 - 39세",1995,12426,6454,5972
'11140," 중구",'45,"40 - 44세",1995,9451,4665,4786
'11140," 중구",'50,"45 - 49세",1995,8488,4023,4465
'11140," 중구",'55,"50 - 54세",1995,8791,4102,4689
'11140," 중구",'60,"55 - 59세",1995,7227,3456,3771
'11140," 중구",'65,"60 - 64세",1995,5001,2137,2864
'11140," 중구",'70,"65 - 69세",1995,3678,1462,2216
'11140," 중구",'75,"70 - 74세",1995,2462,1026,1436
'11140," 중구",'80,"75 - 79세",1995,1491,555,936
'11140," 중구",'85,"80 - 84세",1995,748,240,508
'11140," 중구",'90,"85+ ",1995,468,128,340
'11170," 용산구",'00,"계",1995,254579,126809,127770
'11170," 용산구",'05,"0 - 4세",1995,15658,8134,7524
'11170," 용산구",'10,"5 - 9세",1995,12644,6631,6013
'11170," 용산구",'15,"10 - 14세",1995,16103,8551,7552
'11170," 용산구",'20,"15 - 19세",1995,19745,10438,9307
'11170," 용산구",'25,"20 - 24세",1995,28458,14295,14163
'11170," 용산구",'30,"25 - 29세",1995,31142,16765,14377
'11170," 용산구",'35,"30 - 34세",1995,24058,12641,11417
'11170," 용산구",'40,"35 - 39세",1995,21456,10577,10879
'11170," 용산구",'45,"40 - 44세",1995,16921,7978,8943
'11170," 용산구",'50,"45 - 49세",1995,15272,7114,8158
'11170," 용산구",'55,"50 - 54세",1995,15252,7243,8009
'11170," 용산구",'60,"55 - 59세",1995,13404,6186,7218
'11170," 용산구",'65,"60 - 64세",1995,9341,4406,4935
'11170," 용산구",'70,"65 - 69세",1995,6251,2603,3648
'11170," 용산구",'75,"70 - 74세",1995,4154,1723,2431
'11170," 용산구",'80,"75 - 79세",1995,2517,917,1600
'11170," 용산구",'85,"80 - 84세",1995,1360,394,966
'11170," 용산구",'90,"85+ ",1995,843,213,630
'11200," 성동구",'00,"계",1995,341582,173541,168041
'11200," 성동구",'05,"0 - 4세",1995,26371,13915,12456
'11200," 성동구",'10,"5 - 9세",1995,20526,10679,9847
'11200," 성동구",'15,"10 - 14세",1995,23076,11767,11309
'11200," 성동구",'20,"15 - 19세",1995,25760,13150,12610
'11200," 성동구",'25,"20 - 24세",1995,37620,18445,19175
'11200," 성동구",'30,"25 - 29세",1995,44261,23697,20564
'11200," 성동구",'35,"30 - 34세",1995,36446,20104,16342
'11200," 성동구",'40,"35 - 39세",1995,30737,16310,14427
'11200," 성동구",'45,"40 - 44세",1995,21292,10783,10509
'11200," 성동구",'50,"45 - 49세",1995,18266,8848,9418
'11200," 성동구",'55,"50 - 54세",1995,17649,8645,9004
'11200," 성동구",'60,"55 - 59세",1995,14804,7127,7677
'11200," 성동구",'65,"60 - 64세",1995,9738,4447,5291
'11200," 성동구",'70,"65 - 69세",1995,6155,2564,3591
'11200," 성동구",'75,"70 - 74세",1995,4147,1649,2498
'11200," 성동구",'80,"75 - 79세",1995,2531,861,1670
'11200," 성동구",'85,"80 - 84세",1995,1409,374,1035
'11200," 성동구",'90,"85+ ",1995,794,176,618
'11215," 광진구",'00,"계",1995,389920,197652,192268
'11215," 광진구",'05,"0 - 4세",1995,31855,16762,15093
'11215," 광진구",'10,"5 - 9세",1995,24810,13056,11754
'11215," 광진구",'15,"10 - 14세",1995,29065,15343,13722
'11215," 광진구",'20,"15 - 19세",1995,30923,16250,14673
'11215," 광진구",'25,"20 - 24세",1995,40947,19704,21243
'11215," 광진구",'30,"25 - 29세",1995,49680,25616,24064
'11215," 광진구",'35,"30 - 34세",1995,41218,22065,19153
'11215," 광진구",'40,"35 - 39세",1995,37169,18849,18320
'11215," 광진구",'45,"40 - 44세",1995,27439,13801,13638
'11215," 광진구",'50,"45 - 49세",1995,21565,10742,10823
'11215," 광진구",'55,"50 - 54세",1995,18083,9235,8848
'11215," 광진구",'60,"55 - 59세",1995,13676,7066,6610
'11215," 광진구",'65,"60 - 64세",1995,8631,3915,4716
'11215," 광진구",'70,"65 - 69세",1995,5605,2286,3319
'11215," 광진구",'75,"70 - 74세",1995,4155,1516,2639
'11215," 광진구",'80,"75 - 79세",1995,2650,851,1799
'11215," 광진구",'85,"80 - 84세",1995,1511,403,1108
'11215," 광진구",'90,"85+ ",1995,938,192,746
'11230," 동대문구",'00,"계",1995,418985,212458,206527
'11230," 동대문구",'05,"0 - 4세",1995,28265,14903,13362
'11230," 동대문구",'10,"5 - 9세",1995,23152,12222,10930
'11230," 동대문구",'15,"10 - 14세",1995,29669,15421,14248
'11230," 동대문구",'20,"15 - 19세",1995,34079,17704,16375
'11230," 동대문구",'25,"20 - 24세",1995,48175,24073,24102
'11230," 동대문구",'30,"25 - 29세",1995,51866,28570,23296
'11230," 동대문구",'35,"30 - 34세",1995,39639,21448,18191
'11230," 동대문구",'40,"35 - 39세",1995,36277,18324,17953
'11230," 동대문구",'45,"40 - 44세",1995,28316,13970,14346
'11230," 동대문구",'50,"45 - 49세",1995,24560,11765,12795
'11230," 동대문구",'55,"50 - 54세",1995,23605,11492,12113
'11230," 동대문구",'60,"55 - 59세",1995,19474,9576,9898
'11230," 동대문구",'65,"60 - 64세",1995,12510,5812,6698
'11230," 동대문구",'70,"65 - 69세",1995,7909,3237,4672
'11230," 동대문구",'75,"70 - 74세",1995,5315,2026,3289
'11230," 동대문구",'80,"75 - 79세",1995,3349,1176,2173
'11230," 동대문구",'85,"80 - 84세",1995,1836,505,1331
'11230," 동대문구",'90,"85+ ",1995,989,234,755
'11260," 중랑구",'00,"계",1995,454534,228850,225684
'11260," 중랑구",'05,"0 - 4세",1995,37049,19486,17563
'11260," 중랑구",'10,"5 - 9세",1995,31135,16315,14820
'11260," 중랑구",'15,"10 - 14세",1995,35588,18322,17266
'11260," 중랑구",'20,"15 - 19세",1995,37269,19013,18256
'11260," 중랑구",'25,"20 - 24세",1995,46447,22750,23697
'11260," 중랑구",'30,"25 - 29세",1995,51606,26269,25337
'11260," 중랑구",'35,"30 - 34세",1995,47718,24825,22893
'11260," 중랑구",'40,"35 - 39세",1995,44329,22837,21492
'11260," 중랑구",'45,"40 - 44세",1995,31886,16141,15745
'11260," 중랑구",'50,"45 - 49세",1995,25102,12359,12743
'11260," 중랑구",'55,"50 - 54세",1995,22152,11305,10847
'11260," 중랑구",'60,"55 - 59세",1995,16523,8418,8105
'11260," 중랑구",'65,"60 - 64세",1995,10600,4972,5628
'11260," 중랑구",'70,"65 - 69세",1995,6719,2597,4122
'11260," 중랑구",'75,"70 - 74세",1995,4738,1703,3035
'11260," 중랑구",'80,"75 - 79세",1995,3076,923,2153
'11260," 중랑구",'85,"80 - 84세",1995,1675,414,1261
'11260," 중랑구",'90,"85+ ",1995,922,201,721
'11290," 성북구",'00,"계",1995,495737,250603,245134
'11290," 성북구",'05,"0 - 4세",1995,33553,17800,15753
'11290," 성북구",'10,"5 - 9세",1995,26890,13962,12928
'11290," 성북구",'15,"10 - 14세",1995,33795,17894,15901
'11290," 성북구",'20,"15 - 19세",1995,40478,21299,19179
'11290," 성북구",'25,"20 - 24세",1995,57170,29117,28053
'11290," 성북구",'30,"25 - 29세",1995,59488,32014,27474
'11290," 성북구",'35,"30 - 34세",1995,46753,25054,21699
'11290," 성북구",'40,"35 - 39세",1995,42182,21338,20844
'11290," 성북구",'45,"40 - 44세",1995,33183,16083,17100
'11290," 성북구",'50,"45 - 49세",1995,30091,14273,15818
'11290," 성북구",'55,"50 - 54세",1995,28857,14086,14771
'11290," 성북구",'60,"55 - 59세",1995,23488,11615,11873
'11290," 성북구",'65,"60 - 64세",1995,15272,7127,8145
'11290," 성북구",'70,"65 - 69세",1995,9824,4054,5770
'11290," 성북구",'75,"70 - 74세",1995,6790,2623,4167
'11290," 성북구",'80,"75 - 79세",1995,4206,1345,2861
'11290," 성북구",'85,"80 - 84세",1995,2357,633,1724
'11290," 성북구",'90,"85+ ",1995,1360,286,1074
'11305," 강북구",'00,"계",1995,394548,197679,196869
'11305," 강북구",'05,"0 - 4세",1995,28001,14618,13383
'11305," 강북구",'10,"5 - 9세",1995,21858,11531,10327
'11305," 강북구",'15,"10 - 14세",1995,27358,14259,13099
'11305," 강북구",'20,"15 - 19세",1995,33583,17422,16161
'11305," 강북구",'25,"20 - 24세",1995,46645,22789,23856
'11305," 강북구",'30,"25 - 29세",1995,46509,24024,22485
'11305," 강북구",'35,"30 - 34세",1995,37681,20113,17568
'11305," 강북구",'40,"35 - 39세",1995,33601,17135,16466
'11305," 강북구",'45,"40 - 44세",1995,26165,12718,13447
'11305," 강북구",'50,"45 - 49세",1995,24193,11163,13030
'11305," 강북구",'55,"50 - 54세",1995,23281,11438,11843
'11305," 강북구",'60,"55 - 59세",1995,17847,9080,8767
'11305," 강북구",'65,"60 - 64세",1995,10834,5316,5518
'11305," 강북구",'70,"65 - 69세",1995,6625,2800,3825
'11305," 강북구",'75,"70 - 74세",1995,4561,1680,2881
'11305," 강북구",'80,"75 - 79세",1995,3037,925,2112
'11305," 강북구",'85,"80 - 84세",1995,1727,440,1287
'11305," 강북구",'90,"85+ ",1995,1042,228,814
'11320," 도봉구",'00,"계",1995,373630,187722,185908
'11320," 도봉구",'05,"0 - 4세",1995,30526,16227,14299
'11320," 도봉구",'10,"5 - 9세",1995,28414,14958,13456
'11320," 도봉구",'15,"10 - 14세",1995,32379,16903,15476
'11320," 도봉구",'20,"15 - 19세",1995,28761,15098,13663
'11320," 도봉구",'25,"20 - 24세",1995,31632,15657,15975
'11320," 도봉구",'30,"25 - 29세",1995,37360,18383,18977
'11320," 도봉구",'35,"30 - 34세",1995,38935,19202,19733
'11320," 도봉구",'40,"35 - 39세",1995,41616,20677,20939
'11320," 도봉구",'45,"40 - 44세",1995,29688,15610,14078
'11320," 도봉구",'50,"45 - 49세",1995,20333,10618,9715
'11320," 도봉구",'55,"50 - 54세",1995,16322,8429,7893
'11320," 도봉구",'60,"55 - 59세",1995,12990,6409,6581
'11320," 도봉구",'65,"60 - 64세",1995,9037,4096,4941
'11320," 도봉구",'70,"65 - 69세",1995,6223,2452,3771
'11320," 도봉구",'75,"70 - 74세",1995,4391,1576,2815
'11320," 도봉구",'80,"75 - 79세",1995,2749,872,1877
'11320," 도봉구",'85,"80 - 84세",1995,1457,383,1074
'11320," 도봉구",'90,"85+ ",1995,817,172,645
'11350," 노원구",'00,"계",1995,598529,296838,301691
'11350," 노원구",'05,"0 - 4세",1995,47736,25118,22618
'11350," 노원구",'10,"5 - 9세",1995,45532,23913,21619
'11350," 노원구",'15,"10 - 14세",1995,54971,28182,26789
'11350," 노원구",'20,"15 - 19세",1995,50759,26239,24520
'11350," 노원구",'25,"20 - 24세",1995,47832,23989,23843
'11350," 노원구",'30,"25 - 29세",1995,53794,25732,28062
'11350," 노원구",'35,"30 - 34세",1995,62220,30372,31848
'11350," 노원구",'40,"35 - 39세",1995,67467,32584,34883
'11350," 노원구",'45,"40 - 44세",1995,49466,25644,23822
'11350," 노원구",'50,"45 - 49세",1995,33372,17724,15648
'11350," 노원구",'55,"50 - 54세",1995,24906,12730,12176
'11350," 노원구",'60,"55 - 59세",1995,19488,9489,9999
'11350," 노원구",'65,"60 - 64세",1995,14017,6079,7938
'11350," 노원구",'70,"65 - 69세",1995,10422,3783,6639
'11350," 노원구",'75,"70 - 74세",1995,7752,2715,5037
'11350," 노원구",'80,"75 - 79세",1995,4921,1565,3356
'11350," 노원구",'85,"80 - 84세",1995,2550,675,1875
'11350," 노원구",'90,"85+ ",1995,1324,305,1019
'11380," 은평구",'00,"계",1995,502310,248884,253426
'11380," 은평구",'05,"0 - 4세",1995,38310,20115,18195
'11380," 은평구",'10,"5 - 9세",1995,29845,15479,14366
'11380," 은평구",'15,"10 - 14세",1995,39166,20182,18984
'11380," 은평구",'20,"15 - 19세",1995,41719,21474,20245
'11380," 은평구",'25,"20 - 24세",1995,50603,24726,25877
'11380," 은평구",'30,"25 - 29세",1995,57856,28839,29017
'11380," 은평구",'35,"30 - 34세",1995,50598,26506,24092
'11380," 은평구",'40,"35 - 39세",1995,46263,22365,23898
'11380," 은평구",'45,"40 - 44세",1995,35528,16921,18607
'11380," 은평구",'50,"45 - 49세",1995,29778,14378,15400
'11380," 은평구",'55,"50 - 54세",1995,26086,12935,13151
'11380," 은평구",'60,"55 - 59세",1995,21004,10657,10347
'11380," 은평구",'65,"60 - 64세",1995,13518,6477,7041
'11380," 은평구",'70,"65 - 69세",1995,8569,3516,5053
'11380," 은평구",'75,"70 - 74세",1995,5925,2156,3769
'11380," 은평구",'80,"75 - 79세",1995,3780,1259,2521
'11380," 은평구",'85,"80 - 84세",1995,2387,609,1778
'11380," 은평구",'90,"85+ ",1995,1375,290,1085
'11410," 서대문구",'00,"계",1995,367318,183348,183970
'11410," 서대문구",'05,"0 - 4세",1995,26136,13855,12281
'11410," 서대문구",'10,"5 - 9세",1995,20357,10722,9635
'11410," 서대문구",'15,"10 - 14세",1995,23692,12392,11300
'11410," 서대문구",'20,"15 - 19세",1995,27478,14282,13196
'11410," 서대문구",'25,"20 - 24세",1995,41137,20114,21023
'11410," 서대문구",'30,"25 - 29세",1995,45966,24048,21918
'11410," 서대문구",'35,"30 - 34세",1995,36301,19260,17041
'11410," 서대문구",'40,"35 - 39세",1995,31982,16088,15894
'11410," 서대문구",'45,"40 - 44세",1995,23629,11621,12008
'11410," 서대문구",'50,"45 - 49세",1995,21067,9669,11398
'11410," 서대문구",'55,"50 - 54세",1995,20930,9824,11106
'11410," 서대문구",'60,"55 - 59세",1995,18269,8832,9437
'11410," 서대문구",'65,"60 - 64세",1995,11961,5692,6269
'11410," 서대문구",'70,"65 - 69세",1995,7500,3181,4319
'11410," 서대문구",'75,"70 - 74세",1995,5034,2003,3031
'11410," 서대문구",'80,"75 - 79세",1995,3104,1057,2047
'11410," 서대문구",'85,"80 - 84세",1995,1766,497,1269
'11410," 서대문구",'90,"85+ ",1995,1009,211,798
'11440," 마포구",'00,"계",1995,398228,198665,199563
'11440," 마포구",'05,"0 - 4세",1995,28979,15124,13855
'11440," 마포구",'10,"5 - 9세",1995,21050,11051,9999
'11440," 마포구",'15,"10 - 14세",1995,25345,13104,12241
'11440," 마포구",'20,"15 - 19세",1995,31030,15923,15107
'11440," 마포구",'25,"20 - 24세",1995,45490,22148,23342
'11440," 마포구",'30,"25 - 29세",1995,50933,26601,24332
'11440," 마포구",'35,"30 - 34세",1995,40150,21541,18609
'11440," 마포구",'40,"35 - 39세",1995,33766,17253,16513
'11440," 마포구",'45,"40 - 44세",1995,25608,12312,13296
'11440," 마포구",'50,"45 - 49세",1995,23192,10774,12418
'11440," 마포구",'55,"50 - 54세",1995,21906,10648,11258
'11440," 마포구",'60,"55 - 59세",1995,18362,8973,9389
'11440," 마포구",'65,"60 - 64세",1995,12444,5733,6711
'11440," 마포구",'70,"65 - 69세",1995,8120,3433,4687
'11440," 마포구",'75,"70 - 74세",1995,5459,2182,3277
'11440," 마포구",'80,"75 - 79세",1995,3357,1113,2244
'11440," 마포구",'85,"80 - 84세",1995,1896,510,1386
'11440," 마포구",'90,"85+ ",1995,1141,242,899
'11470," 양천구",'00,"계",1995,485777,245022,240755
'11470," 양천구",'05,"0 - 4세",1995,34197,18055,16142
'11470," 양천구",'10,"5 - 9세",1995,33031,17549,15482
'11470," 양천구",'15,"10 - 14세",1995,47697,25149,22548
'11470," 양천구",'20,"15 - 19세",1995,47119,24443,22676
'11470," 양천구",'25,"20 - 24세",1995,42859,21400,21459
'11470," 양천구",'30,"25 - 29세",1995,44764,22697,22067
'11470," 양천구",'35,"30 - 34세",1995,45098,22724,22374
'11470," 양천구",'40,"35 - 39세",1995,50485,23719,26766
'11470," 양천구",'45,"40 - 44세",1995,44392,22212,22180
'11470," 양천구",'50,"45 - 49세",1995,31750,17478,14272
'11470," 양천구",'55,"50 - 54세",1995,20884,11626,9258
'11470," 양천구",'60,"55 - 59세",1995,14474,7363,7111
'11470," 양천구",'65,"60 - 64세",1995,9989,4427,5562
'11470," 양천구",'70,"65 - 69세",1995,7463,2684,4779
'11470," 양천구",'75,"70 - 74세",1995,5329,1762,3567
'11470," 양천구",'80,"75 - 79세",1995,3372,1026,2346
'11470," 양천구",'85,"80 - 84세",1995,1875,479,1396
'11470," 양천구",'90,"85+ ",1995,999,229,770
'11500," 강서구",'00,"계",1995,522409,260888,261521
'11500," 강서구",'05,"0 - 4세",1995,42421,22401,20020
'11500," 강서구",'10,"5 - 9세",1995,37569,19618,17951
'11500," 강서구",'15,"10 - 14세",1995,44740,23242,21498
'11500," 강서구",'20,"15 - 19세",1995,46598,24065,22533
'11500," 강서구",'25,"20 - 24세",1995,46290,23018,23272
'11500," 강서구",'30,"25 - 29세",1995,50751,24461,26290
'11500," 강서구",'35,"30 - 34세",1995,55005,27727,27278
'11500," 강서구",'40,"35 - 39세",1995,55256,27688,27568
'11500," 강서구",'45,"40 - 44세",1995,40925,20323,20602
'11500," 강서구",'50,"45 - 49세",1995,30924,15985,14939
'11500," 강서구",'55,"50 - 54세",1995,22349,12014,10335
'11500," 강서구",'60,"55 - 59세",1995,16097,7909,8188
'11500," 강서구",'65,"60 - 64세",1995,11418,4964,6454
'11500," 강서구",'70,"65 - 69세",1995,8541,3117,5424
'11500," 강서구",'75,"70 - 74세",1995,6320,2180,4140
'11500," 강서구",'80,"75 - 79세",1995,3968,1306,2662
'11500," 강서구",'85,"80 - 84세",1995,2102,611,1491
'11500," 강서구",'90,"85+ ",1995,1135,259,876
'11530," 구로구",'00,"계",1995,382207,196439,185768
'11530," 구로구",'05,"0 - 4세",1995,29847,15845,14002
'11530," 구로구",'10,"5 - 9세",1995,24221,12772,11449
'11530," 구로구",'15,"10 - 14세",1995,30218,15804,14414
'11530," 구로구",'20,"15 - 19세",1995,33204,17431,15773
'11530," 구로구",'25,"20 - 24세",1995,40198,20056,20142
'11530," 구로구",'30,"25 - 29세",1995,44496,23776,20720
'11530," 구로구",'35,"30 - 34세",1995,39339,21343,17996
'11530," 구로구",'40,"35 - 39세",1995,36783,18809,17974
'11530," 구로구",'45,"40 - 44세",1995,27904,14168,13736
'11530," 구로구",'50,"45 - 49세",1995,22345,11492,10853
'11530," 구로구",'55,"50 - 54세",1995,18167,9566,8601
'11530," 구로구",'60,"55 - 59세",1995,13172,6689,6483
'11530," 구로구",'65,"60 - 64세",1995,8429,3910,4519
'11530," 구로구",'70,"65 - 69세",1995,5461,2119,3342
'11530," 구로구",'75,"70 - 74세",1995,3915,1419,2496
'11530," 구로구",'80,"75 - 79세",1995,2428,747,1681
'11530," 구로구",'85,"80 - 84세",1995,1334,330,1004
'11530," 구로구",'90,"85+ ",1995,746,163,583
'11545," 금천구",'00,"계",1995,283089,145344,137745
'11545," 금천구",'05,"0 - 4세",1995,24240,12785,11455
'11545," 금천구",'10,"5 - 9세",1995,18446,9780,8666
'11545," 금천구",'15,"10 - 14세",1995,21784,11495,10289
'11545," 금천구",'20,"15 - 19세",1995,23568,12063,11505
'11545," 금천구",'25,"20 - 24세",1995,30317,14724,15593
'11545," 금천구",'30,"25 - 29세",1995,35307,18843,16464
'11545," 금천구",'35,"30 - 34세",1995,30877,16931,13946
'11545," 금천구",'40,"35 - 39세",1995,26901,14127,12774
'11545," 금천구",'45,"40 - 44세",1995,19183,9645,9538
'11545," 금천구",'50,"45 - 49세",1995,15344,7865,7479
'11545," 금천구",'55,"50 - 54세",1995,12628,6518,6110
'11545," 금천구",'60,"55 - 59세",1995,9020,4581,4439
'11545," 금천구",'65,"60 - 64세",1995,5858,2745,3113
'11545," 금천구",'70,"65 - 69세",1995,3790,1436,2354
'11545," 금천구",'75,"70 - 74세",1995,2720,943,1777
'11545," 금천구",'80,"75 - 79세",1995,1717,512,1205
'11545," 금천구",'85,"80 - 84세",1995,893,242,651
'11545," 금천구",'90,"85+ ",1995,496,109,387
'11560," 영등포구",'00,"계",1995,416050,210924,205126
'11560," 영등포구",'05,"0 - 4세",1995,32088,16857,15231
'11560," 영등포구",'10,"5 - 9세",1995,24501,12966,11535
'11560," 영등포구",'15,"10 - 14세",1995,29082,15320,13762
'11560," 영등포구",'20,"15 - 19세",1995,33566,17274,16292
'11560," 영등포구",'25,"20 - 24세",1995,46407,22167,24240
'11560," 영등포구",'30,"25 - 29세",1995,52551,27871,24680
'11560," 영등포구",'35,"30 - 34세",1995,42880,23533,19347
'11560," 영등포구",'40,"35 - 39세",1995,37478,19256,18222
'11560," 영등포구",'45,"40 - 44세",1995,28208,14022,14186
'11560," 영등포구",'50,"45 - 49세",1995,23900,11684,12216
'11560," 영등포구",'55,"50 - 54세",1995,20925,10485,10440
'11560," 영등포구",'60,"55 - 59세",1995,16487,8260,8227
'11560," 영등포구",'65,"60 - 64세",1995,10801,5041,5760
'11560," 영등포구",'70,"65 - 69세",1995,6884,2781,4103
'11560," 영등포구",'75,"70 - 74세",1995,4827,1782,3045
'11560," 영등포구",'80,"75 - 79세",1995,2917,979,1938
'11560," 영등포구",'85,"80 - 84세",1995,1619,411,1208
'11560," 영등포구",'90,"85+ ",1995,929,235,694
'11590," 동작구",'00,"계",1995,435601,219727,215874
'11590," 동작구",'05,"0 - 4세",1995,33939,17805,16134
'11590," 동작구",'10,"5 - 9세",1995,24243,12708,11535
'11590," 동작구",'15,"10 - 14세",1995,27728,14664,13064
'11590," 동작구",'20,"15 - 19세",1995,33894,17702,16192
'11590," 동작구",'25,"20 - 24세",1995,49500,24332,25168
'11590," 동작구",'30,"25 - 29세",1995,57140,29808,27332
'11590," 동작구",'35,"30 - 34세",1995,44891,24252,20639
'11590," 동작구",'40,"35 - 39세",1995,37161,19015,18146
'11590," 동작구",'45,"40 - 44세",1995,27907,13689,14218
'11590," 동작구",'50,"45 - 49세",1995,25333,11894,13439
'11590," 동작구",'55,"50 - 54세",1995,23264,11514,11750
'11590," 동작구",'60,"55 - 59세",1995,18829,9330,9499
'11590," 동작구",'65,"60 - 64세",1995,12496,6036,6460
'11590," 동작구",'70,"65 - 69세",1995,7634,3231,4403
'11590," 동작구",'75,"70 - 74세",1995,5297,1976,3321
'11590," 동작구",'80,"75 - 79세",1995,3310,1062,2248
'11590," 동작구",'85,"80 - 84세",1995,1863,451,1412
'11590," 동작구",'90,"85+ ",1995,1172,258,914
'11620," 관악구",'00,"계",1995,557653,283279,274374
'11620," 관악구",'05,"0 - 4세",1995,42027,22033,19994
'11620," 관악구",'10,"5 - 9세",1995,30012,15860,14152
'11620," 관악구",'15,"10 - 14세",1995,38088,19859,18229
'11620," 관악구",'20,"15 - 19세",1995,47598,24625,22973
'11620," 관악구",'25,"20 - 24세",1995,65635,32036,33599
'11620," 관악구",'30,"25 - 29세",1995,75079,39975,35104
'11620," 관악구",'35,"30 - 34세",1995,56429,31434,24995
'11620," 관악구",'40,"35 - 39세",1995,46254,23488,22766
'11620," 관악구",'45,"40 - 44세",1995,37065,17916,19149
'11620," 관악구",'50,"45 - 49세",1995,33208,15991,17217
'11620," 관악구",'55,"50 - 54세",1995,29750,14971,14779
'11620," 관악구",'60,"55 - 59세",1995,22138,11515,10623
'11620," 관악구",'65,"60 - 64세",1995,13411,6440,6971
'11620," 관악구",'70,"65 - 69세",1995,8190,3279,4911
'11620," 관악구",'75,"70 - 74세",1995,5594,1939,3655
'11620," 관악구",'80,"75 - 79세",1995,3843,1145,2698
'11620," 관악구",'85,"80 - 84세",1995,2128,495,1633
'11620," 관악구",'90,"85+ ",1995,1204,278,926
'11650," 서초구",'00,"계",1995,404918,200714,204204
'11650," 서초구",'05,"0 - 4세",1995,21952,11595,10357
