"동읍면/5세별 주민등록인구"

"C행정구역(동읍면)별","행정구역(동읍면)별","C5세별","5세별","시점","인구 (명)","남 (명)","여 (명)"
'11215," 광진구",'60,"55 - 59세",1997,16244,8427,7817
'11215," 광진구",'65,"60 - 64세",1997,9968,4783,5185
'11215," 광진구",'70,"65 - 69세",1997,6159,2541,3618
'11215," 광진구",'75,"70 - 74세",1997,4296,1553,2743
'11215," 광진구",'80,"75 - 79세",1997,2869,966,1903
'11215," 광진구",'85,"80 - 84세",1997,1617,423,1194
'11215," 광진구",'90,"85+ ",1997,1060,240,820
'11230," 동대문구",'00,"계",1997,388172,196642,191530
'11230," 동대문구",'05,"0 - 4세",1997,24139,12574,11565
'11230," 동대문구",'10,"5 - 9세",1997,22060,11704,10356
'11230," 동대문구",'15,"10 - 14세",1997,23372,12268,11104
'11230," 동대문구",'20,"15 - 19세",1997,32098,16585,15513
'11230," 동대문구",'25,"20 - 24세",1997,39598,19572,20026
'11230," 동대문구",'30,"25 - 29세",1997,48898,26822,22076
'11230," 동대문구",'35,"30 - 34세",1997,35227,19142,16085
'11230," 동대문구",'40,"35 - 39세",1997,34389,17614,16775
'11230," 동대문구",'45,"40 - 44세",1997,28996,14355,14641
'11230," 동대문구",'50,"45 - 49세",1997,23380,11277,12103
'11230," 동대문구",'55,"50 - 54세",1997,21154,10117,11037
'11230," 동대문구",'60,"55 - 59세",1997,20908,10331,10577
'11230," 동대문구",'65,"60 - 64세",1997,13826,6618,7208
'11230," 동대문구",'70,"65 - 69세",1997,8311,3601,4710
'11230," 동대문구",'75,"70 - 74세",1997,5331,2002,3329
'11230," 동대문구",'80,"75 - 79세",1997,3569,1260,2309
'11230," 동대문구",'85,"80 - 84세",1997,1812,524,1288
'11230," 동대문구",'90,"85+ ",1997,1104,276,828
'11260," 중랑구",'00,"계",1997,475089,238830,236259
'11260," 중랑구",'05,"0 - 4세",1997,35952,18938,17014
'11260," 중랑구",'10,"5 - 9세",1997,34320,18044,16276
'11260," 중랑구",'15,"10 - 14세",1997,32882,16941,15941
'11260," 중랑구",'20,"15 - 19세",1997,39970,20436,19534
'11260," 중랑구",'25,"20 - 24세",1997,43006,21042,21964
'11260," 중랑구",'30,"25 - 29세",1997,53681,27035,26646
'11260," 중랑구",'35,"30 - 34세",1997,46812,24150,22662
'11260," 중랑구",'40,"35 - 39세",1997,48509,24812,23697
'11260," 중랑구",'45,"40 - 44세",1997,37683,19251,18432
'11260," 중랑구",'50,"45 - 49세",1997,27088,13592,13496
'11260," 중랑구",'55,"50 - 54세",1997,22651,11214,11437
'11260," 중랑구",'60,"55 - 59세",1997,20274,10380,9894
'11260," 중랑구",'65,"60 - 64세",1997,12759,6137,6622
'11260," 중랑구",'70,"65 - 69세",1997,7808,3169,4639
'11260," 중랑구",'75,"70 - 74세",1997,5147,1837,3310
'11260," 중랑구",'80,"75 - 79세",1997,3453,1104,2349
'11260," 중랑구",'85,"80 - 84세",1997,1961,494,1467
'11260," 중랑구",'90,"85+ ",1997,1133,254,879
'11290," 성북구",'00,"계",1997,476502,240325,236177
'11290," 성북구",'05,"0 - 4세",1997,30561,16049,14512
'11290," 성북구",'10,"5 - 9세",1997,27189,14156,13033
'11290," 성북구",'15,"10 - 14세",1997,28030,14641,13389
'11290," 성북구",'20,"15 - 19세",1997,39003,20623,18380
'11290," 성북구",'25,"20 - 24세",1997,47891,24307,23584
'11290," 성북구",'30,"25 - 29세",1997,58497,31352,27145
'11290," 성북구",'35,"30 - 34세",1997,43273,23023,20250
'11290," 성북구",'40,"35 - 39세",1997,42288,21613,20675
'11290," 성북구",'45,"40 - 44세",1997,35233,17268,17965
'11290," 성북구",'50,"45 - 49세",1997,28696,13729,14967
'11290," 성북구",'55,"50 - 54세",1997,26905,12796,14109
'11290," 성북구",'60,"55 - 59세",1997,26039,12889,13150
'11290," 성북구",'65,"60 - 64세",1997,17307,8273,9034
'11290," 성북구",'70,"65 - 69세",1997,10497,4501,5996
'11290," 성북구",'75,"70 - 74세",1997,6692,2582,4110
'11290," 성북구",'80,"75 - 79세",1997,4473,1565,2908
'11290," 성북구",'85,"80 - 84세",1997,2475,634,1841
'11290," 성북구",'90,"85+ ",1997,1453,324,1129
'11305," 강북구",'00,"계",1997,367787,183687,184100
'11305," 강북구",'05,"0 - 4세",1997,24082,12762,11320
'11305," 강북구",'10,"5 - 9세",1997,21258,10942,10316
'11305," 강북구",'15,"10 - 14세",1997,21844,11499,10345
'11305," 강북구",'20,"15 - 19세",1997,30967,16024,14943
'11305," 강북구",'25,"20 - 24세",1997,38562,18906,19656
'11305," 강북구",'30,"25 - 29세",1997,44857,22950,21907
'11305," 강북구",'35,"30 - 34세",1997,33116,17470,15646
'11305," 강북구",'40,"35 - 39세",1997,32116,16329,15787
'11305," 강북구",'45,"40 - 44세",1997,26883,13222,13661
'11305," 강북구",'50,"45 - 49세",1997,22639,10485,12154
'11305," 강북구",'55,"50 - 54세",1997,21312,10084,11228
'11305," 강북구",'60,"55 - 59세",1997,20301,10234,10067
'11305," 강북구",'65,"60 - 64세",1997,12376,6277,6099
'11305," 강북구",'70,"65 - 69세",1997,6897,3098,3799
'11305," 강북구",'75,"70 - 74세",1997,4437,1630,2807
'11305," 강북구",'80,"75 - 79세",1997,3232,1062,2170
'11305," 강북구",'85,"80 - 84세",1997,1757,467,1290
'11305," 강북구",'90,"85+ ",1997,1151,246,905
'11320," 도봉구",'00,"계",1997,387808,194627,193181
'11320," 도봉구",'05,"0 - 4세",1997,28945,15302,13643
'11320," 도봉구",'10,"5 - 9세",1997,29271,15439,13832
'11320," 도봉구",'15,"10 - 14세",1997,30199,15890,14309
'11320," 도봉구",'20,"15 - 19세",1997,32609,17092,15517
'11320," 도봉구",'25,"20 - 24세",1997,30197,15037,15160
'11320," 도봉구",'30,"25 - 29세",1997,39157,19218,19939
'11320," 도봉구",'35,"30 - 34세",1997,37030,18500,18530
'11320," 도봉구",'40,"35 - 39세",1997,41872,20341,21531
'11320," 도봉구",'45,"40 - 44세",1997,35074,17941,17133
'11320," 도봉구",'50,"45 - 49세",1997,22648,11925,10723
'11320," 도봉구",'55,"50 - 54세",1997,17380,8809,8571
'11320," 도봉구",'60,"55 - 59세",1997,15507,7952,7555
'11320," 도봉구",'65,"60 - 64세",1997,10563,4922,5641
'11320," 도봉구",'70,"65 - 69세",1997,7004,2891,4113
'11320," 도봉구",'75,"70 - 74세",1997,4635,1701,2934
'11320," 도봉구",'80,"75 - 79세",1997,3021,999,2022
'11320," 도봉구",'85,"80 - 84세",1997,1754,471,1283
'11320," 도봉구",'90,"85+ ",1997,942,197,745
'11350," 노원구",'00,"계",1997,586284,290171,296113
'11350," 노원구",'05,"0 - 4세",1997,42670,22626,20044
'11350," 노원구",'10,"5 - 9세",1997,44996,23563,21433
'11350," 노원구",'15,"10 - 14세",1997,47515,24506,23009
'11350," 노원구",'20,"15 - 19세",1997,54162,27925,26237
'11350," 노원구",'25,"20 - 24세",1997,44457,22257,22200
'11350," 노원구",'30,"25 - 29세",1997,52190,25337,26853
'11350," 노원구",'35,"30 - 34세",1997,54523,26501,28022
'11350," 노원구",'40,"35 - 39세",1997,64157,30652,33505
'11350," 노원구",'45,"40 - 44세",1997,55750,28010,27740
'11350," 노원구",'50,"45 - 49세",1997,35224,18675,16549
'11350," 노원구",'55,"50 - 54세",1997,24981,12749,12232
'11350," 노원구",'60,"55 - 59세",1997,21693,10696,10997
'11350," 노원구",'65,"60 - 64세",1997,15289,6820,8469
'11350," 노원구",'70,"65 - 69세",1997,11026,4220,6806
'11350," 노원구",'75,"70 - 74세",1997,7921,2739,5182
'11350," 노원구",'80,"75 - 79세",1997,5350,1761,3589
'11350," 노원구",'85,"80 - 84세",1997,2787,750,2037
'11350," 노원구",'90,"85+ ",1997,1593,384,1209
'11380," 은평구",'00,"계",1997,490500,243235,247265
'11380," 은평구",'05,"0 - 4세",1997,34833,18201,16632
'11380," 은평구",'10,"5 - 9세",1997,31090,16292,14798
'11380," 은평구",'15,"10 - 14세",1997,32730,16859,15871
'11380," 은평구",'20,"15 - 19세",1997,41003,21264,19739
'11380," 은평구",'25,"20 - 24세",1997,44586,21733,22853
'11380," 은평구",'30,"25 - 29세",1997,57796,28970,28826
'11380," 은평구",'35,"30 - 34세",1997,46580,24152,22428
'11380," 은평구",'40,"35 - 39세",1997,45769,22554,23215
'11380," 은평구",'45,"40 - 44세",1997,38783,18521,20262
'11380," 은평구",'50,"45 - 49세",1997,28872,13841,15031
'11380," 은평구",'55,"50 - 54세",1997,25514,12339,13175
'11380," 은평구",'60,"55 - 59세",1997,23739,12054,11685
'11380," 은평구",'65,"60 - 64세",1997,15631,7661,7970
'11380," 은평구",'70,"65 - 69세",1997,9505,4204,5301
'11380," 은평구",'75,"70 - 74세",1997,6076,2202,3874
'11380," 은평구",'80,"75 - 79세",1997,3980,1361,2619
'11380," 은평구",'85,"80 - 84세",1997,2491,675,1816
'11380," 은평구",'90,"85+ ",1997,1522,352,1170
'11410," 서대문구",'00,"계",1997,354084,176171,177913
'11410," 서대문구",'05,"0 - 4세",1997,23715,12440,11275
'11410," 서대문구",'10,"5 - 9세",1997,20733,11113,9620
'11410," 서대문구",'15,"10 - 14세",1997,20274,10474,9800
'11410," 서대문구",'20,"15 - 19세",1997,26583,13835,12748
'11410," 서대문구",'25,"20 - 24세",1997,34652,16841,17811
'11410," 서대문구",'30,"25 - 29세",1997,45553,23638,21915
'11410," 서대문구",'35,"30 - 34세",1997,33703,17740,15963
'11410," 서대문구",'40,"35 - 39세",1997,31500,15914,15586
'11410," 서대문구",'45,"40 - 44세",1997,25600,12564,13036
'11410," 서대문구",'50,"45 - 49세",1997,19999,9394,10605
'11410," 서대문구",'55,"50 - 54세",1997,18951,8613,10338
'11410," 서대문구",'60,"55 - 59세",1997,19928,9717,10211
'11410," 서대문구",'65,"60 - 64세",1997,13448,6415,7033
'11410," 서대문구",'70,"65 - 69세",1997,8072,3497,4575
'11410," 서대문구",'75,"70 - 74세",1997,5132,2048,3084
'11410," 서대문구",'80,"75 - 79세",1997,3320,1160,2160
'11410," 서대문구",'85,"80 - 84세",1997,1808,518,1290
'11410," 서대문구",'90,"85+ ",1997,1113,250,863
'11440," 마포구",'00,"계",1997,388736,193239,195497
'11440," 마포구",'05,"0 - 4세",1997,26958,14015,12943
'11440," 마포구",'10,"5 - 9세",1997,21732,11286,10446
'11440," 마포구",'15,"10 - 14세",1997,20808,10705,10103
'11440," 마포구",'20,"15 - 19세",1997,29579,15293,14286
'11440," 마포구",'25,"20 - 24세",1997,39362,18710,20652
'11440," 마포구",'30,"25 - 29세",1997,52859,27311,25548
'11440," 마포구",'35,"30 - 34세",1997,38181,20627,17554
'11440," 마포구",'40,"35 - 39세",1997,34085,17543,16542
'11440," 마포구",'45,"40 - 44세",1997,27320,13124,14196
'11440," 마포구",'50,"45 - 49세",1997,22094,10394,11700
'11440," 마포구",'55,"50 - 54세",1997,20820,9799,11021
'11440," 마포구",'60,"55 - 59세",1997,19935,9768,10167
'11440," 마포구",'65,"60 - 64세",1997,13869,6542,7327
'11440," 마포구",'70,"65 - 69세",1997,8764,3818,4946
'11440," 마포구",'75,"70 - 74세",1997,5473,2171,3302
'11440," 마포구",'80,"75 - 79세",1997,3667,1320,2347
'11440," 마포구",'85,"80 - 84세",1997,2001,537,1464
'11440," 마포구",'90,"85+ ",1997,1229,276,953
'11470," 양천구",'00,"계",1997,484538,244360,240178
'11470," 양천구",'05,"0 - 4세",1997,31859,17012,14847
'11470," 양천구",'10,"5 - 9세",1997,33567,17835,15732
'11470," 양천구",'15,"10 - 14세",1997,40017,21317,18700
'11470," 양천구",'20,"15 - 19세",1997,50023,25920,24103
'11470," 양천구",'25,"20 - 24세",1997,41026,20442,20584
'11470," 양천구",'30,"25 - 29세",1997,45171,22847,22324
'11470," 양천구",'35,"30 - 34세",1997,41071,20673,20398
'11470," 양천구",'40,"35 - 39세",1997,49312,23578,25734
'11470," 양천구",'45,"40 - 44세",1997,48013,23111,24902
'11470," 양천구",'50,"45 - 49세",1997,33784,18351,15433
'11470," 양천구",'55,"50 - 54세",1997,22372,12332,10040
'11470," 양천구",'60,"55 - 59세",1997,16952,8994,7958
'11470," 양천구",'65,"60 - 64세",1997,11024,5116,5908
'11470," 양천구",'70,"65 - 69세",1997,7960,3034,4926
'11470," 양천구",'75,"70 - 74세",1997,5470,1841,3629
'11470," 양천구",'80,"75 - 79세",1997,3725,1181,2544
'11470," 양천구",'85,"80 - 84세",1997,2043,526,1517
'11470," 양천구",'90,"85+ ",1997,1149,250,899
'11500," 강서구",'00,"계",1997,518067,258356,259711
'11500," 강서구",'05,"0 - 4세",1997,37297,19750,17547
'11500," 강서구",'10,"5 - 9세",1997,37412,19686,17726
'11500," 강서구",'15,"10 - 14세",1997,38662,20088,18574
'11500," 강서구",'20,"15 - 19세",1997,48642,25111,23531
'11500," 강서구",'25,"20 - 24세",1997,44630,21987,22643
'11500," 강서구",'30,"25 - 29세",1997,52187,25835,26352
'11500," 강서구",'35,"30 - 34세",1997,48716,24387,24329
'11500," 강서구",'40,"35 - 39세",1997,54659,27176,27483
'11500," 강서구",'45,"40 - 44세",1997,45752,22439,23313
'11500," 강서구",'50,"45 - 49세",1997,32075,16252,15823
'11500," 강서구",'55,"50 - 54세",1997,23595,12515,11080
'11500," 강서구",'60,"55 - 59세",1997,18535,9457,9078
'11500," 강서구",'65,"60 - 64세",1997,12561,5690,6871
'11500," 강서구",'70,"65 - 69세",1997,8885,3306,5579
'11500," 강서구",'75,"70 - 74세",1997,6395,2216,4179
'11500," 강서구",'80,"75 - 79세",1997,4396,1444,2952
'11500," 강서구",'85,"80 - 84세",1997,2365,686,1679
'11500," 강서구",'90,"85+ ",1997,1303,331,972
'11530," 구로구",'00,"계",1997,376436,192877,183559
'11530," 구로구",'05,"0 - 4세",1997,27032,14157,12875
'11530," 구로구",'10,"5 - 9세",1997,24286,12859,11427
'11530," 구로구",'15,"10 - 14세",1997,25133,13175,11958
'11530," 구로구",'20,"15 - 19세",1997,33230,17376,15854
'11530," 구로구",'25,"20 - 24세",1997,37076,18319,18757
'11530," 구로구",'30,"25 - 29세",1997,44464,23620,20844
'11530," 구로구",'35,"30 - 34세",1997,36058,19593,16465
'11530," 구로구",'40,"35 - 39세",1997,36578,18940,17638
'11530," 구로구",'45,"40 - 44세",1997,30172,15148,15024
'11530," 구로구",'50,"45 - 49세",1997,23221,11763,11458
'11530," 구로구",'55,"50 - 54세",1997,18587,9614,8973
'11530," 구로구",'60,"55 - 59세",1997,15854,8241,7613
'11530," 구로구",'65,"60 - 64세",1997,9829,4771,5058
'11530," 구로구",'70,"65 - 69세",1997,6001,2472,3529
'11530," 구로구",'75,"70 - 74세",1997,3978,1429,2549
'11530," 구로구",'80,"75 - 79세",1997,2695,861,1834
'11530," 구로구",'85,"80 - 84세",1997,1372,344,1028
'11530," 구로구",'90,"85+ ",1997,870,195,675
'11545," 금천구",'00,"계",1997,270764,138710,132054
'11545," 금천구",'05,"0 - 4세",1997,20856,10795,10061
'11545," 금천구",'10,"5 - 9세",1997,18761,9986,8775
'11545," 금천구",'15,"10 - 14세",1997,17989,9513,8476
'11545," 금천구",'20,"15 - 19세",1997,23215,12095,11120
'11545," 금천구",'25,"20 - 24세",1997,26317,12780,13537
'11545," 금천구",'30,"25 - 29세",1997,32503,17108,15395
'11545," 금천구",'35,"30 - 34세",1997,28003,15270,12733
'11545," 금천구",'40,"35 - 39세",1997,27374,14436,12938
'11545," 금천구",'45,"40 - 44세",1997,20641,10365,10276
'11545," 금천구",'50,"45 - 49세",1997,15448,7921,7527
'11545," 금천구",'55,"50 - 54세",1997,12493,6303,6190
'11545," 금천구",'60,"55 - 59세",1997,10615,5478,5137
'11545," 금천구",'65,"60 - 64세",1997,6474,3141,3333
'11545," 금천구",'70,"65 - 69세",1997,4105,1668,2437
'11545," 금천구",'75,"70 - 74세",1997,2710,923,1787
'11545," 금천구",'80,"75 - 79세",1997,1806,572,1234
'11545," 금천구",'85,"80 - 84세",1997,914,245,669
'11545," 금천구",'90,"85+ ",1997,540,111,429
'11560," 영등포구",'00,"계",1997,404017,204710,199307
'11560," 영등포구",'05,"0 - 4세",1997,29244,15443,13801
'11560," 영등포구",'10,"5 - 9세",1997,25311,13432,11879
'11560," 영등포구",'15,"10 - 14세",1997,24588,12913,11675
'11560," 영등포구",'20,"15 - 19세",1997,32097,16773,15324
'11560," 영등포구",'25,"20 - 24세",1997,39763,19011,20752
'11560," 영등포구",'30,"25 - 29세",1997,51199,26723,24476
'11560," 영등포구",'35,"30 - 34세",1997,40029,21796,18233
'11560," 영등포구",'40,"35 - 39세",1997,37946,19608,18338
'11560," 영등포구",'45,"40 - 44세",1997,30699,15387,15312
'11560," 영등포구",'50,"45 - 49세",1997,23679,11559,12120
'11560," 영등포구",'55,"50 - 54세",1997,20242,10080,10162
'11560," 영등포구",'60,"55 - 59세",1997,18458,9220,9238
'11560," 영등포구",'65,"60 - 64세",1997,12350,5928,6422
'11560," 영등포구",'70,"65 - 69세",1997,7509,3171,4338
'11560," 영등포구",'75,"70 - 74세",1997,4870,1813,3057
'11560," 영등포구",'80,"75 - 79세",1997,3309,1165,2144
'11560," 영등포구",'85,"80 - 84세",1997,1679,436,1243
'11560," 영등포구",'90,"85+ ",1997,1045,252,793
'11590," 동작구",'00,"계",1997,430950,217308,213642
'11590," 동작구",'05,"0 - 4세",1997,31461,16516,14945
'11590," 동작구",'10,"5 - 9세",1997,25122,13265,11857
'11590," 동작구",'15,"10 - 14세",1997,23794,12528,11266
'11590," 동작구",'20,"15 - 19세",1997,33578,17602,15976
'11590," 동작구",'25,"20 - 24세",1997,43819,21491,22328
'11590," 동작구",'30,"25 - 29세",1997,58329,30457,27872
'11590," 동작구",'35,"30 - 34세",1997,42473,23033,19440
'11590," 동작구",'40,"35 - 39세",1997,37450,19099,18351
'11590," 동작구",'45,"40 - 44세",1997,30434,14937,15497
'11590," 동작구",'50,"45 - 49세",1997,25166,11902,13264
'11590," 동작구",'55,"50 - 54세",1997,22907,10925,11982
'11590," 동작구",'60,"55 - 59세",1997,21353,10729,10624
'11590," 동작구",'65,"60 - 64세",1997,14373,7026,7347
'11590," 동작구",'70,"65 - 69세",1997,8372,3689,4683
'11590," 동작구",'75,"70 - 74세",1997,5382,2100,3282
'11590," 동작구",'80,"75 - 79세",1997,3670,1202,2468
'11590," 동작구",'85,"80 - 84세",1997,1988,523,1465
'11590," 동작구",'90,"85+ ",1997,1279,284,995
'11620," 관악구",'00,"계",1997,533577,271337,262240
'11620," 관악구",'05,"0 - 4세",1997,37854,19738,18116
'11620," 관악구",'10,"5 - 9세",1997,29883,15864,14019
'11620," 관악구",'15,"10 - 14세",1997,30241,15973,14268
'11620," 관악구",'20,"15 - 19세",1997,44840,23179,21661
'11620," 관악구",'25,"20 - 24세",1997,57377,27969,29408
'11620," 관악구",'30,"25 - 29세",1997,75312,40120,35192
'11620," 관악구",'35,"30 - 34세",1997,52680,29245,23435
'11620," 관악구",'40,"35 - 39세",1997,45452,23430,22022
'11620," 관악구",'45,"40 - 44세",1997,37587,18185,19402
'11620," 관악구",'50,"45 - 49세",1997,32112,15535,16577
'11620," 관악구",'55,"50 - 54세",1997,28065,13586,14479
'11620," 관악구",'60,"55 - 59세",1997,25518,13280,12238
'11620," 관악구",'65,"60 - 64세",1997,14930,7514,7416
'11620," 관악구",'70,"65 - 69세",1997,8819,3756,5063
'11620," 관악구",'75,"70 - 74세",1997,5426,1917,3509
'11620," 관악구",'80,"75 - 79세",1997,3903,1197,2706
'11620," 관악구",'85,"80 - 84세",1997,2198,542,1656
'11620," 관악구",'90,"85+ ",1997,1380,307,1073
