"동읍면/5세별 주민등록인구"

"C행정구역(동읍면)별","행정구역(동읍면)별","C5세별","5세별","시점","인구 (명)","남 (명)","여 (명)"
'28260," 서구",'85,"80 - 84세",1996,993,310,683
'28260," 서구",'90,"85+ ",1996,558,130,428
'28710," 강화군",'00,"계",1996,70146,34731,35415
'28710," 강화군",'05,"0 - 4세",1996,3298,1715,1583
'28710," 강화군",'10,"5 - 9세",1996,3677,1895,1782
'28710," 강화군",'15,"10 - 14세",1996,4797,2422,2375
'28710," 강화군",'20,"15 - 19세",1996,5957,2928,3029
'28710," 강화군",'25,"20 - 24세",1996,6067,3349,2718
'28710," 강화군",'30,"25 - 29세",1996,4562,2604,1958
'28710," 강화군",'35,"30 - 34세",1996,4412,2310,2102
'28710," 강화군",'40,"35 - 39세",1996,5553,2843,2710
'28710," 강화군",'45,"40 - 44세",1996,4674,2393,2281
'28710," 강화군",'50,"45 - 49세",1996,4026,2036,1990
'28710," 강화군",'55,"50 - 54세",1996,4541,2155,2386
'28710," 강화군",'60,"55 - 59세",1996,4903,2406,2497
'28710," 강화군",'65,"60 - 64세",1996,4536,2077,2459
'28710," 강화군",'70,"65 - 69세",1996,3081,1285,1796
'28710," 강화군",'75,"70 - 74세",1996,2740,1086,1654
'28710," 강화군",'80,"75 - 79세",1996,1801,757,1044
'28710," 강화군",'85,"80 - 84세",1996,987,333,654
'28710," 강화군",'90,"85+ ",1996,534,137,397
'28720," 옹진군",'00,"계",1996,13319,6679,6640
'28720," 옹진군",'05,"0 - 4세",1996,654,366,288
'28720," 옹진군",'10,"5 - 9세",1996,708,376,332
'28720," 옹진군",'15,"10 - 14세",1996,715,352,363
'28720," 옹진군",'20,"15 - 19세",1996,991,483,508
'28720," 옹진군",'25,"20 - 24세",1996,896,544,352
'28720," 옹진군",'30,"25 - 29세",1996,781,453,328
'28720," 옹진군",'35,"30 - 34세",1996,843,465,378
'28720," 옹진군",'40,"35 - 39세",1996,1064,593,471
'28720," 옹진군",'45,"40 - 44세",1996,853,484,369
'28720," 옹진군",'50,"45 - 49세",1996,738,401,337
'28720," 옹진군",'55,"50 - 54세",1996,862,414,448
'28720," 옹진군",'60,"55 - 59세",1996,920,447,473
'28720," 옹진군",'65,"60 - 64세",1996,954,407,547
'28720," 옹진군",'70,"65 - 69세",1996,841,312,529
'28720," 옹진군",'75,"70 - 74세",1996,650,263,387
'28720," 옹진군",'80,"75 - 79세",1996,475,199,276
'28720," 옹진군",'85,"80 - 84세",1996,227,84,143
'28720," 옹진군",'90,"85+ ",1996,147,36,111
'29,"광주광역시",'00,"계",1996,1300195,644872,655323
'29,"광주광역시",'05,"0 - 4세",1996,110935,58248,52687
'29,"광주광역시",'10,"5 - 9세",1996,96255,50065,46190
'29,"광주광역시",'15,"10 - 14세",1996,111844,58126,53718
'29,"광주광역시",'20,"15 - 19세",1996,128199,65943,62256
'29,"광주광역시",'25,"20 - 24세",1996,129733,65041,64692
'29,"광주광역시",'30,"25 - 29세",1996,131564,65940,65624
'29,"광주광역시",'35,"30 - 34세",1996,117728,60420,57308
'29,"광주광역시",'40,"35 - 39세",1996,118969,58703,60266
'29,"광주광역시",'45,"40 - 44세",1996,86338,42566,43772
'29,"광주광역시",'50,"45 - 49세",1996,69568,34272,35296
'29,"광주광역시",'55,"50 - 54세",1996,54664,27113,27551
'29,"광주광역시",'60,"55 - 59세",1996,46585,22095,24490
'29,"광주광역시",'65,"60 - 64세",1996,33437,14803,18634
'29,"광주광역시",'70,"65 - 69세",1996,24720,9675,15045
'29,"광주광역시",'75,"70 - 74세",1996,17073,6091,10982
'29,"광주광역시",'80,"75 - 79세",1996,11187,3392,7795
'29,"광주광역시",'85,"80 - 84세",1996,6772,1603,5169
'29,"광주광역시",'90,"85+ ",1996,4624,776,3848
'29110," 동구",'00,"계",1996,148863,73653,75210
'29110," 동구",'05,"0 - 4세",1996,9028,4768,4260
'29110," 동구",'10,"5 - 9세",1996,8386,4312,4074
'29110," 동구",'15,"10 - 14세",1996,11644,6040,5604
'29110," 동구",'20,"15 - 19세",1996,15701,8042,7659
'29110," 동구",'25,"20 - 24세",1996,17971,9114,8857
'29110," 동구",'30,"25 - 29세",1996,15154,8347,6807
'29110," 동구",'35,"30 - 34세",1996,10516,5467,5049
'29110," 동구",'40,"35 - 39세",1996,11157,5320,5837
'29110," 동구",'45,"40 - 44세",1996,9858,4601,5257
'29110," 동구",'50,"45 - 49세",1996,9264,4272,4992
'29110," 동구",'55,"50 - 54세",1996,8361,3960,4401
'29110," 동구",'60,"55 - 59세",1996,7486,3641,3845
'29110," 동구",'65,"60 - 64세",1996,5149,2421,2728
'29110," 동구",'70,"65 - 69세",1996,3599,1585,2014
'29110," 동구",'75,"70 - 74세",1996,2404,919,1485
'29110," 동구",'80,"75 - 79세",1996,1571,497,1074
'29110," 동구",'85,"80 - 84세",1996,934,229,705
'29110," 동구",'90,"85+ ",1996,680,118,562
'29140," 서구",'00,"계",1996,227259,112620,114639
'29140," 서구",'05,"0 - 4세",1996,17829,9321,8508
'29140," 서구",'10,"5 - 9세",1996,16361,8642,7719
'29140," 서구",'15,"10 - 14세",1996,21617,11317,10300
'29140," 서구",'20,"15 - 19세",1996,23834,12359,11475
'29140," 서구",'25,"20 - 24세",1996,22613,11337,11276
'29140," 서구",'30,"25 - 29세",1996,21355,10835,10520
'29140," 서구",'35,"30 - 34세",1996,18815,9407,9408
'29140," 서구",'40,"35 - 39세",1996,21542,10206,11336
'29140," 서구",'45,"40 - 44세",1996,16591,8132,8459
'29140," 서구",'50,"45 - 49세",1996,12897,6482,6415
'29140," 서구",'55,"50 - 54세",1996,9527,4865,4662
'29140," 서구",'60,"55 - 59세",1996,7685,3753,3932
'29140," 서구",'65,"60 - 64세",1996,5524,2385,3139
'29140," 서구",'70,"65 - 69세",1996,4193,1593,2600
'29140," 서구",'75,"70 - 74세",1996,2887,992,1895
'29140," 서구",'80,"75 - 79세",1996,1974,584,1390
'29140," 서구",'85,"80 - 84세",1996,1186,268,918
'29140," 서구",'90,"85+ ",1996,829,142,687
'29155," 남구",'00,"계",1996,253534,124313,129221
'29155," 남구",'05,"0 - 4세",1996,18215,9622,8593
'29155," 남구",'10,"5 - 9세",1996,16969,8741,8228
'29155," 남구",'15,"10 - 14세",1996,23526,12224,11302
'29155," 남구",'20,"15 - 19세",1996,28156,14318,13838
'29155," 남구",'25,"20 - 24세",1996,26701,13360,13341
'29155," 남구",'30,"25 - 29세",1996,23646,12288,11358
'29155," 남구",'35,"30 - 34세",1996,19642,9743,9899
'29155," 남구",'40,"35 - 39세",1996,22635,10416,12219
'29155," 남구",'45,"40 - 44세",1996,18225,8713,9512
'29155," 남구",'50,"45 - 49세",1996,15020,7293,7727
'29155," 남구",'55,"50 - 54세",1996,11573,5796,5777
'29155," 남구",'60,"55 - 59세",1996,9457,4573,4884
'29155," 남구",'65,"60 - 64세",1996,6623,2921,3702
'29155," 남구",'70,"65 - 69세",1996,4941,1943,2998
'29155," 남구",'75,"70 - 74세",1996,3495,1196,2299
'29155," 남구",'80,"75 - 79세",1996,2323,681,1642
'29155," 남구",'85,"80 - 84세",1996,1427,317,1110
'29155," 남구",'90,"85+ ",1996,960,168,792
'29170," 북구",'00,"계",1996,462335,229327,233008
'29170," 북구",'05,"0 - 4세",1996,40025,20974,19051
'29170," 북구",'10,"5 - 9세",1996,35538,18497,17041
'29170," 북구",'15,"10 - 14세",1996,40684,21265,19419
'29170," 북구",'20,"15 - 19세",1996,46398,24037,22361
'29170," 북구",'25,"20 - 24세",1996,45763,22893,22870
'29170," 북구",'30,"25 - 29세",1996,46280,22878,23402
'29170," 북구",'35,"30 - 34세",1996,42852,21716,21136
'29170," 북구",'40,"35 - 39세",1996,43932,21539,22393
'29170," 북구",'45,"40 - 44세",1996,31307,15384,15923
'29170," 북구",'50,"45 - 49세",1996,24628,12250,12378
'29170," 북구",'55,"50 - 54세",1996,18506,9244,9262
'29170," 북구",'60,"55 - 59세",1996,15277,7257,8020
'29170," 북구",'65,"60 - 64세",1996,10683,4830,5853
'29170," 북구",'70,"65 - 69세",1996,7712,2902,4810
'29170," 북구",'75,"70 - 74세",1996,5431,1893,3538
'29170," 북구",'80,"75 - 79세",1996,3586,1035,2551
'29170," 북구",'85,"80 - 84세",1996,2221,505,1716
'29170," 북구",'90,"85+ ",1996,1512,228,1284
'29200," 광산구",'00,"계",1996,208204,104959,103245
'29200," 광산구",'05,"0 - 4세",1996,25838,13563,12275
'29200," 광산구",'10,"5 - 9세",1996,19001,9873,9128
'29200," 광산구",'15,"10 - 14세",1996,14373,7280,7093
'29200," 광산구",'20,"15 - 19세",1996,14110,7187,6923
'29200," 광산구",'25,"20 - 24세",1996,16685,8337,8348
'29200," 광산구",'30,"25 - 29세",1996,25129,11592,13537
'29200," 광산구",'35,"30 - 34세",1996,25903,14087,11816
'29200," 광산구",'40,"35 - 39세",1996,19703,11222,8481
'29200," 광산구",'45,"40 - 44세",1996,10357,5736,4621
'29200," 광산구",'50,"45 - 49세",1996,7759,3975,3784
'29200," 광산구",'55,"50 - 54세",1996,6697,3248,3449
'29200," 광산구",'60,"55 - 59세",1996,6680,2871,3809
'29200," 광산구",'65,"60 - 64세",1996,5458,2246,3212
'29200," 광산구",'70,"65 - 69세",1996,4275,1652,2623
'29200," 광산구",'75,"70 - 74세",1996,2856,1091,1765
'29200," 광산구",'80,"75 - 79세",1996,1733,595,1138
'29200," 광산구",'85,"80 - 84세",1996,1004,284,720
'29200," 광산구",'90,"85+ ",1996,643,120,523
'30,"대전광역시",'00,"계",1996,1293760,651137,642623
'30,"대전광역시",'05,"0 - 4세",1996,107701,57437,50264
'30,"대전광역시",'10,"5 - 9세",1996,99132,53043,46089
'30,"대전광역시",'15,"10 - 14세",1996,108531,56821,51710
'30,"대전광역시",'20,"15 - 19세",1996,116722,60378,56344
'30,"대전광역시",'25,"20 - 24세",1996,119047,59287,59760
'30,"대전광역시",'30,"25 - 29세",1996,133477,66659,66818
'30,"대전광역시",'35,"30 - 34세",1996,121974,61857,60117
'30,"대전광역시",'40,"35 - 39세",1996,130713,65836,64877
'30,"대전광역시",'45,"40 - 44세",1996,97549,49661,47888
'30,"대전광역시",'50,"45 - 49세",1996,67647,35103,32544
'30,"대전광역시",'55,"50 - 54세",1996,52026,26323,25703
'30,"대전광역시",'60,"55 - 59세",1996,44346,21589,22757
'30,"대전광역시",'65,"60 - 64세",1996,33838,15165,18673
'30,"대전광역시",'70,"65 - 69세",1996,23496,9184,14312
'30,"대전광역시",'75,"70 - 74세",1996,16895,6435,10460
'30,"대전광역시",'80,"75 - 79세",1996,10650,3725,6925
'30,"대전광역시",'85,"80 - 84세",1996,6354,1826,4528
'30,"대전광역시",'90,"85+ ",1996,3662,808,2854
'30110," 동구",'00,"계",1996,265211,134237,130974
'30110," 동구",'05,"0 - 4세",1996,18699,10023,8676
'30110," 동구",'10,"5 - 9세",1996,16493,8798,7695
'30110," 동구",'15,"10 - 14세",1996,20432,10699,9733
'30110," 동구",'20,"15 - 19세",1996,25584,13242,12342
'30110," 동구",'25,"20 - 24세",1996,28806,14779,14027
'30110," 동구",'30,"25 - 29세",1996,28543,15124,13419
'30110," 동구",'35,"30 - 34세",1996,22050,11784,10266
'30110," 동구",'40,"35 - 39세",1996,23318,11760,11558
'30110," 동구",'45,"40 - 44세",1996,19044,9539,9505
'30110," 동구",'50,"45 - 49세",1996,14974,7436,7538
'30110," 동구",'55,"50 - 54세",1996,12908,6331,6577
'30110," 동구",'60,"55 - 59세",1996,11258,5368,5890
'30110," 동구",'65,"60 - 64세",1996,8690,3957,4733
'30110," 동구",'70,"65 - 69세",1996,5751,2311,3440
'30110," 동구",'75,"70 - 74세",1996,4026,1612,2414
'30110," 동구",'80,"75 - 79세",1996,2394,877,1517
'30110," 동구",'85,"80 - 84세",1996,1454,419,1035
'30110," 동구",'90,"85+ ",1996,787,178,609
'30140," 중구",'00,"계",1996,261497,130677,130820
'30140," 중구",'05,"0 - 4세",1996,17547,9369,8178
'30140," 중구",'10,"5 - 9세",1996,15988,8631,7357
'30140," 중구",'15,"10 - 14세",1996,20585,10851,9734
'30140," 중구",'20,"15 - 19세",1996,26134,13427,12707
'30140," 중구",'25,"20 - 24세",1996,28227,14172,14055
'30140," 중구",'30,"25 - 29세",1996,26672,13820,12852
'30140," 중구",'35,"30 - 34세",1996,20815,10815,10000
'30140," 중구",'40,"35 - 39세",1996,23124,11267,11857
'30140," 중구",'45,"40 - 44세",1996,19616,9416,10200
'30140," 중구",'50,"45 - 49세",1996,15445,7632,7813
'30140," 중구",'55,"50 - 54세",1996,13071,6439,6632
'30140," 중구",'60,"55 - 59세",1996,11196,5505,5691
'30140," 중구",'65,"60 - 64세",1996,8380,3831,4549
'30140," 중구",'70,"65 - 69세",1996,5852,2381,3471
'30140," 중구",'75,"70 - 74세",1996,4016,1587,2429
'30140," 중구",'80,"75 - 79세",1996,2479,910,1569
'30140," 중구",'85,"80 - 84세",1996,1443,416,1027
'30140," 중구",'90,"85+ ",1996,907,208,699
'30170," 서구",'00,"계",1996,424646,212541,212105
'30170," 서구",'05,"0 - 4세",1996,36636,19541,17095
'30170," 서구",'10,"5 - 9세",1996,36106,19372,16734
'30170," 서구",'15,"10 - 14세",1996,39879,20991,18888
'30170," 서구",'20,"15 - 19세",1996,38770,20244,18526
'30170," 서구",'25,"20 - 24세",1996,34797,16955,17842
'30170," 서구",'30,"25 - 29세",1996,39723,18683,21040
'30170," 서구",'35,"30 - 34세",1996,40920,19764,21156
'30170," 서구",'40,"35 - 39세",1996,47308,23299,24009
'30170," 서구",'45,"40 - 44세",1996,35006,18015,16991
'30170," 서구",'50,"45 - 49세",1996,22402,12042,10360
'30170," 서구",'55,"50 - 54세",1996,14928,7878,7050
'30170," 서구",'60,"55 - 59세",1996,11996,5998,5998
'30170," 서구",'65,"60 - 64세",1996,8867,3955,4912
'30170," 서구",'70,"65 - 69세",1996,6317,2346,3971
'30170," 서구",'75,"70 - 74세",1996,4739,1681,3058
'30170," 서구",'80,"75 - 79세",1996,3172,1010,2162
'30170," 서구",'85,"80 - 84세",1996,1949,531,1418
'30170," 서구",'90,"85+ ",1996,1131,236,895
'30200," 유성구",'00,"계",1996,136972,69836,67136
'30200," 유성구",'05,"0 - 4세",1996,15183,8050,7133
'30200," 유성구",'10,"5 - 9세",1996,13440,7041,6399
'30200," 유성구",'15,"10 - 14세",1996,11001,5711,5290
'30200," 유성구",'20,"15 - 19세",1996,8883,4532,4351
'30200," 유성구",'25,"20 - 24세",1996,9100,4606,4494
'30200," 유성구",'30,"25 - 29세",1996,15186,7464,7722
'30200," 유성구",'35,"30 - 34세",1996,16642,8363,8279
'30200," 유성구",'40,"35 - 39세",1996,15706,8399,7307
'30200," 유성구",'45,"40 - 44세",1996,9504,5282,4222
'30200," 유성구",'50,"45 - 49세",1996,5231,2929,2302
'30200," 유성구",'55,"50 - 54세",1996,3895,2006,1889
'30200," 유성구",'60,"55 - 59세",1996,3617,1704,1913
'30200," 유성구",'65,"60 - 64세",1996,3206,1352,1854
'30200," 유성구",'70,"65 - 69세",1996,2390,955,1435
'30200," 유성구",'75,"70 - 74세",1996,1797,702,1095
'30200," 유성구",'80,"75 - 79세",1996,1139,431,708
'30200," 유성구",'85,"80 - 84세",1996,662,216,446
'30200," 유성구",'90,"85+ ",1996,390,93,297
'30230," 대덕구",'00,"계",1996,205434,103846,101588
'30230," 대덕구",'05,"0 - 4세",1996,19636,10454,9182
'30230," 대덕구",'10,"5 - 9세",1996,17105,9201,7904
'30230," 대덕구",'15,"10 - 14세",1996,16634,8569,8065
'30230," 대덕구",'20,"15 - 19세",1996,17351,8933,8418
'30230," 대덕구",'25,"20 - 24세",1996,18117,8775,9342
'30230," 대덕구",'30,"25 - 29세",1996,23353,11568,11785
'30230," 대덕구",'35,"30 - 34세",1996,21547,11131,10416
'30230," 대덕구",'40,"35 - 39세",1996,21257,11111,10146
'30230," 대덕구",'45,"40 - 44세",1996,14379,7409,6970
'30230," 대덕구",'50,"45 - 49세",1996,9595,5064,4531
'30230," 대덕구",'55,"50 - 54세",1996,7224,3669,3555
'30230," 대덕구",'60,"55 - 59세",1996,6279,3014,3265
'30230," 대덕구",'65,"60 - 64세",1996,4695,2070,2625
'30230," 대덕구",'70,"65 - 69세",1996,3186,1191,1995
'30230," 대덕구",'75,"70 - 74세",1996,2317,853,1464
'30230," 대덕구",'80,"75 - 79세",1996,1466,497,969
'30230," 대덕구",'85,"80 - 84세",1996,846,244,602
'30230," 대덕구",'90,"85+ ",1996,447,93,354
'41,"경기도",'00,"계",1996,8155794,4130561,4025233
'41,"경기도",'05,"0 - 4세",1996,764392,403110,361282
'41,"경기도",'10,"5 - 9세",1996,684204,355266,328938
'41,"경기도",'15,"10 - 14세",1996,612540,314508,298032
'41,"경기도",'20,"15 - 19세",1996,577001,294900,282101
'41,"경기도",'25,"20 - 24세",1996,639341,321858,317483
'41,"경기도",'30,"25 - 29세",1996,874537,428321,446216
'41,"경기도",'35,"30 - 34세",1996,923237,475917,447320
'41,"경기도",'40,"35 - 39세",1996,901106,482568,418538
'41,"경기도",'45,"40 - 44세",1996,579709,315701,264008
'41,"경기도",'50,"45 - 49세",1996,362778,191390,171388
'41,"경기도",'55,"50 - 54세",1996,311037,155200,155837
'41,"경기도",'60,"55 - 59세",1996,288411,137413,150998
'41,"경기도",'65,"60 - 64세",1996,231891,103134,128757
'41,"경기도",'70,"65 - 69세",1996,159845,63120,96725
'41,"경기도",'75,"70 - 74세",1996,113682,43554,70128
'41,"경기도",'80,"75 - 79세",1996,71297,26802,44495
'41,"경기도",'85,"80 - 84세",1996,38754,12113,26641
'41,"경기도",'90,"85+ ",1996,22032,5686,16346
'41110," 수원시",'00,"계",1996,769876,388359,381517
'41110," 수원시",'05,"0 - 4세",1996,73844,38906,34938
'41110," 수원시",'10,"5 - 9세",1996,64675,33807,30868
'41110," 수원시",'15,"10 - 14세",1996,61100,31617,29483
'41110," 수원시",'20,"15 - 19세",1996,59450,30609,28841
'41110," 수원시",'25,"20 - 24세",1996,64456,31163,33293
'41110," 수원시",'30,"25 - 29세",1996,89058,43976,45082
'41110," 수원시",'35,"30 - 34세",1996,88001,45300,42701
'41110," 수원시",'40,"35 - 39세",1996,84788,44043,40745
'41110," 수원시",'45,"40 - 44세",1996,55982,29334,26648
'41110," 수원시",'50,"45 - 49세",1996,34559,18358,16201
'41110," 수원시",'55,"50 - 54세",1996,26606,13611,12995
'41110," 수원시",'60,"55 - 59세",1996,21548,10456,11092
'41110," 수원시",'65,"60 - 64세",1996,16163,7053,9110
'41110," 수원시",'70,"65 - 69세",1996,11390,4138,7252
'41110," 수원시",'75,"70 - 74세",1996,8373,2950,5423
'41110," 수원시",'80,"75 - 79세",1996,5288,1784,3504
'41110," 수원시",'85,"80 - 84세",1996,2895,842,2053
'41110," 수원시",'90,"85+ ",1996,1700,412,1288
'41111," 장안구",'00,"계",1996,251420,126141,125279
'41111," 장안구",'05,"0 - 4세",1996,22858,12036,10822
'41111," 장안구",'10,"5 - 9세",1996,19804,10383,9421
'41111," 장안구",'15,"10 - 14세",1996,19712,10198,9514
'41111," 장안구",'20,"15 - 19세",1996,20242,10445,9797
'41111," 장안구",'25,"20 - 24세",1996,20956,10148,10808
'41111," 장안구",'30,"25 - 29세",1996,28644,14018,14626
'41111," 장안구",'35,"30 - 34세",1996,27515,14212,13303
'41111," 장안구",'40,"35 - 39세",1996,26888,13723,13165
'41111," 장안구",'45,"40 - 44세",1996,18809,9683,9126
'41111," 장안구",'50,"45 - 49세",1996,12022,6309,5713
'41111," 장안구",'55,"50 - 54세",1996,9607,4892,4715
'41111," 장안구",'60,"55 - 59세",1996,7845,3792,4053
'41111," 장안구",'65,"60 - 64세",1996,5909,2588,3321
'41111," 장안구",'70,"65 - 69세",1996,4131,1563,2568
'41111," 장안구",'75,"70 - 74세",1996,2909,1043,1866
'41111," 장안구",'80,"75 - 79세",1996,1915,647,1268
'41111," 장안구",'85,"80 - 84세",1996,997,308,689
'41111," 장안구",'90,"85+ ",1996,657,153,504
'41113," 권선구",'00,"계",1996,283132,143403,139729
'41113," 권선구",'05,"0 - 4세",1996,28398,14980,13418
'41113," 권선구",'10,"5 - 9세",1996,24171,12613,11558
'41113," 권선구",'15,"10 - 14세",1996,22142,11517,10625
'41113," 권선구",'20,"15 - 19세",1996,21369,10897,10472
'41113," 권선구",'25,"20 - 24세",1996,23108,11284,11824
'41113," 권선구",'30,"25 - 29세",1996,32594,15891,16703
'41113," 권선구",'35,"30 - 34세",1996,33278,17303,15975
'41113," 권선구",'40,"35 - 39세",1996,31229,16424,14805
'41113," 권선구",'45,"40 - 44세",1996,20057,10657,9400
'41113," 권선구",'50,"45 - 49세",1996,12554,6717,5837
'41113," 권선구",'55,"50 - 54세",1996,9614,4902,4712
'41113," 권선구",'60,"55 - 59세",1996,7945,3836,4109
'41113," 권선구",'65,"60 - 64세",1996,5952,2655,3297
'41113," 권선구",'70,"65 - 69세",1996,4073,1509,2564
'41113," 권선구",'75,"70 - 74세",1996,3082,1090,1992
'41113," 권선구",'80,"75 - 79세",1996,1930,693,1237
'41113," 권선구",'85,"80 - 84세",1996,1052,286,766
'41113," 권선구",'90,"85+ ",1996,584,149,435
'41115," 팔달구",'00,"계",1996,235324,118815,116509
'41115," 팔달구",'05,"0 - 4세",1996,22588,11890,10698
'41115," 팔달구",'10,"5 - 9세",1996,20700,10811,9889
'41115," 팔달구",'15,"10 - 14세",1996,19246,9902,9344
'41115," 팔달구",'20,"15 - 19세",1996,17839,9267,8572
'41115," 팔달구",'25,"20 - 24세",1996,20392,9731,10661
'41115," 팔달구",'30,"25 - 29세",1996,27820,14067,13753
'41115," 팔달구",'35,"30 - 34세",1996,27208,13785,13423
'41115," 팔달구",'40,"35 - 39세",1996,26671,13896,12775
'41115," 팔달구",'45,"40 - 44세",1996,17116,8994,8122
'41115," 팔달구",'50,"45 - 49세",1996,9983,5332,4651
'41115," 팔달구",'55,"50 - 54세",1996,7385,3817,3568
'41115," 팔달구",'60,"55 - 59세",1996,5758,2828,2930
'41115," 팔달구",'65,"60 - 64세",1996,4302,1810,2492
'41115," 팔달구",'70,"65 - 69세",1996,3186,1066,2120
'41115," 팔달구",'75,"70 - 74세",1996,2382,817,1565
'41115," 팔달구",'80,"75 - 79세",1996,1443,444,999
'41115," 팔달구",'85,"80 - 84세",1996,846,248,598
'41115," 팔달구",'90,"85+ ",1996,459,110,349
'41130," 성남시",'00,"계",1996,914240,460018,454222
'41130," 성남시",'05,"0 - 4세",1996,76205,40345,35860
'41130," 성남시",'10,"5 - 9세",1996,73349,38450,34899
'41130," 성남시",'15,"10 - 14세",1996,72787,37601,35186
'41130," 성남시",'20,"15 - 19세",1996,71719,36638,35081
'41130," 성남시",'25,"20 - 24세",1996,78129,38967,39162
'41130," 성남시",'30,"25 - 29세",1996,96664,47160,49504
'41130," 성남시",'35,"30 - 34세",1996,93983,47237,46746
'41130," 성남시",'40,"35 - 39세",1996,99513,50817,48696
'41130," 성남시",'45,"40 - 44세",1996,71636,37990,33646
'41130," 성남시",'50,"45 - 49세",1996,47428,24517,22911
'41130," 성남시",'55,"50 - 54세",1996,39456,20055,19401
'41130," 성남시",'60,"55 - 59세",1996,32382,16402,15980
'41130," 성남시",'65,"60 - 64세",1996,22419,10315,12104
'41130," 성남시",'70,"65 - 69세",1996,15426,6005,9421
'41130," 성남시",'75,"70 - 74세",1996,10599,3818,6781
'41130," 성남시",'80,"75 - 79세",1996,6776,2268,4508
'41130," 성남시",'85,"80 - 84세",1996,3676,959,2717
'41130," 성남시",'90,"85+ ",1996,2093,474,1619
'41131," 수정구",'00,"계",1996,261064,132319,128745
'41131," 수정구",'05,"0 - 4세",1996,23069,12095,10974
'41131," 수정구",'10,"5 - 9세",1996,18133,9457,8676
'41131," 수정구",'15,"10 - 14세",1996,17961,9192,8769
'41131," 수정구",'20,"15 - 19세",1996,20690,10626,10064
'41131," 수정구",'25,"20 - 24세",1996,25760,12764,12996
'41131," 수정구",'30,"25 - 29세",1996,32851,16650,16201
'41131," 수정구",'35,"30 - 34세",1996,28312,15310,13002
'41131," 수정구",'40,"35 - 39세",1996,25670,13592,12078
'41131," 수정구",'45,"40 - 44세",1996,17687,9234,8453
'41131," 수정구",'50,"45 - 49세",1996,12936,6498,6438
'41131," 수정구",'55,"50 - 54세",1996,11220,5609,5611
'41131," 수정구",'60,"55 - 59세",1996,9763,4789,4974
'41131," 수정구",'65,"60 - 64세",1996,6577,2978,3599
'41131," 수정구",'70,"65 - 69세",1996,4264,1579,2685
'41131," 수정구",'75,"70 - 74세",1996,2844,991,1853
'41131," 수정구",'80,"75 - 79세",1996,1875,598,1277
'41131," 수정구",'85,"80 - 84세",1996,903,231,672
'41131," 수정구",'90,"85+ ",1996,549,126,423
'41133," 중원구",'00,"계",1996,282539,143832,138707
'41133," 중원구",'05,"0 - 4세",1996,25239,13346,11893
'41133," 중원구",'10,"5 - 9세",1996,22131,11618,10513
'41133," 중원구",'15,"10 - 14세",1996,21696,11197,10499
'41133," 중원구",'20,"15 - 19세",1996,22627,11404,11223
'41133," 중원구",'25,"20 - 24세",1996,25777,12684,13093
'41133," 중원구",'30,"25 - 29세",1996,33386,16882,16504
'41133," 중원구",'35,"30 - 34세",1996,31692,16715,14977
'41133," 중원구",'40,"35 - 39세",1996,30165,16241,13924
'41133," 중원구",'45,"40 - 44세",1996,19400,10280,9120
'41133," 중원구",'50,"45 - 49세",1996,13382,6976,6406
'41133," 중원구",'55,"50 - 54세",1996,10997,5486,5511
'41133," 중원구",'60,"55 - 59세",1996,9252,4540,4712
'41133," 중원구",'65,"60 - 64세",1996,6380,2867,3513
'41133," 중원구",'70,"65 - 69세",1996,4309,1620,2689
'41133," 중원구",'75,"70 - 74세",1996,2938,1012,1926
'41133," 중원구",'80,"75 - 79세",1996,1724,604,1120
'41133," 중원구",'85,"80 - 84세",1996,959,242,717
'41133," 중원구",'90,"85+ ",1996,485,118,367
'41135," 분당구",'00,"계",1996,370637,183867,186770
'41135," 분당구",'05,"0 - 4세",1996,27897,14904,12993
'41135," 분당구",'10,"5 - 9세",1996,33085,17375,15710
'41135," 분당구",'15,"10 - 14세",1996,33130,17212,15918
'41135," 분당구",'20,"15 - 19세",1996,28402,14608,13794
'41135," 분당구",'25,"20 - 24세",1996,26592,13519,13073
'41135," 분당구",'30,"25 - 29세",1996,30427,13628,16799
'41135," 분당구",'35,"30 - 34세",1996,33979,15212,18767
'41135," 분당구",'40,"35 - 39세",1996,43678,20984,22694
'41135," 분당구",'45,"40 - 44세",1996,34549,18476,16073
'41135," 분당구",'50,"45 - 49세",1996,21110,11043,10067
'41135," 분당구",'55,"50 - 54세",1996,17239,8960,8279
'41135," 분당구",'60,"55 - 59세",1996,13367,7073,6294
'41135," 분당구",'65,"60 - 64세",1996,9462,4470,4992
'41135," 분당구",'70,"65 - 69세",1996,6853,2806,4047
'41135," 분당구",'75,"70 - 74세",1996,4817,1815,3002
'41135," 분당구",'80,"75 - 79세",1996,3177,1066,2111
'41135," 분당구",'85,"80 - 84세",1996,1814,486,1328
'41135," 분당구",'90,"85+ ",1996,1059,230,829
'41150," 의정부시",'00,"계",1996,290326,145260,145066
'41150," 의정부시",'05,"0 - 4세",1996,27515,14287,13228
'41150," 의정부시",'10,"5 - 9세",1996,24220,12570,11650
'41150," 의정부시",'15,"10 - 14세",1996,20694,10596,10098
'41150," 의정부시",'20,"15 - 19세",1996,20036,10346,9690
'41150," 의정부시",'25,"20 - 24세",1996,22805,11329,11476
'41150," 의정부시",'30,"25 - 29세",1996,31196,14693,16503
'41150," 의정부시",'35,"30 - 34세",1996,34575,17458,17117
