"동읍면/5세별 주민등록인구"

"C행정구역(동읍면)별","행정구역(동읍면)별","C5세별","5세별","시점","인구 (명)","남 (명)","여 (명)"
'11140," 중구",'65,"60 - 64세",1996,5067,2232,2835
'11140," 중구",'70,"65 - 69세",1996,3522,1415,2107
'11140," 중구",'75,"70 - 74세",1996,2374,935,1439
'11140," 중구",'80,"75 - 79세",1996,1492,590,902
'11140," 중구",'85,"80 - 84세",1996,721,223,498
'11140," 중구",'90,"85+ ",1996,501,149,352
'11170," 용산구",'00,"계",1996,247694,123294,124400
'11170," 용산구",'05,"0 - 4세",1996,14968,7784,7184
'11170," 용산구",'10,"5 - 9세",1996,12502,6577,5925
'11170," 용산구",'15,"10 - 14세",1996,14472,7661,6811
'11170," 용산구",'20,"15 - 19세",1996,19222,10191,9031
'11170," 용산구",'25,"20 - 24세",1996,25661,12889,12772
'11170," 용산구",'30,"25 - 29세",1996,31170,16492,14678
'11170," 용산구",'35,"30 - 34세",1996,22772,12135,10637
'11170," 용산구",'40,"35 - 39세",1996,21323,10655,10668
'11170," 용산구",'45,"40 - 44세",1996,17777,8390,9387
'11170," 용산구",'50,"45 - 49세",1996,14628,6790,7838
'11170," 용산구",'55,"50 - 54세",1996,14388,6803,7585
'11170," 용산구",'60,"55 - 59세",1996,13601,6257,7344
'11170," 용산구",'65,"60 - 64세",1996,9810,4580,5230
'11170," 용산구",'70,"65 - 69세",1996,6346,2756,3590
'11170," 용산구",'75,"70 - 74세",1996,4231,1733,2498
'11170," 용산구",'80,"75 - 79세",1996,2576,981,1595
'11170," 용산구",'85,"80 - 84세",1996,1377,410,967
'11170," 용산구",'90,"85+ ",1996,870,210,660
'11200," 성동구",'00,"계",1996,329914,167374,162540
'11200," 성동구",'05,"0 - 4세",1996,24565,12898,11667
'11200," 성동구",'10,"5 - 9세",1996,20238,10483,9755
'11200," 성동구",'15,"10 - 14세",1996,21063,10797,10266
'11200," 성동구",'20,"15 - 19세",1996,25164,12837,12327
'11200," 성동구",'25,"20 - 24세",1996,33592,16415,17177
'11200," 성동구",'30,"25 - 29세",1996,42903,22801,20102
'11200," 성동구",'35,"30 - 34세",1996,33944,18685,15259
'11200," 성동구",'40,"35 - 39세",1996,30809,16387,14422
'11200," 성동구",'45,"40 - 44세",1996,22576,11499,11077
'11200," 성동구",'50,"45 - 49세",1996,17532,8517,9015
'11200," 성동구",'55,"50 - 54세",1996,16890,8173,8717
'11200," 성동구",'60,"55 - 59세",1996,15197,7324,7873
'11200," 성동구",'65,"60 - 64세",1996,10339,4778,5561
'11200," 성동구",'70,"65 - 69세",1996,6315,2706,3609
'11200," 성동구",'75,"70 - 74세",1996,3999,1598,2401
'11200," 성동구",'80,"75 - 79세",1996,2565,913,1652
'11200," 성동구",'85,"80 - 84세",1996,1372,369,1003
'11200," 성동구",'90,"85+ ",1996,851,194,657
'11215," 광진구",'00,"계",1996,390739,198026,192713
'11215," 광진구",'05,"0 - 4세",1996,30811,16246,14565
'11215," 광진구",'10,"5 - 9세",1996,25113,13206,11907
'11215," 광진구",'15,"10 - 14세",1996,27089,14369,12720
'11215," 광진구",'20,"15 - 19세",1996,31578,16593,14985
'11215," 광진구",'25,"20 - 24세",1996,38809,18575,20234
'11215," 광진구",'30,"25 - 29세",1996,51287,26433,24854
'11215," 광진구",'35,"30 - 34세",1996,40054,21648,18406
'11215," 광진구",'40,"35 - 39세",1996,37807,19093,18714
'11215," 광진구",'45,"40 - 44세",1996,29557,14703,14854
'11215," 광진구",'50,"45 - 49세",1996,21336,10690,10646
'11215," 광진구",'55,"50 - 54세",1996,18023,9129,8894
'11215," 광진구",'60,"55 - 59세",1996,14688,7614,7074
'11215," 광진구",'65,"60 - 64세",1996,9260,4287,4973
'11215," 광진구",'70,"65 - 69세",1996,5904,2402,3502
'11215," 광진구",'75,"70 - 74세",1996,4258,1529,2729
'11215," 광진구",'80,"75 - 79세",1996,2649,898,1751
'11215," 광진구",'85,"80 - 84세",1996,1535,404,1131
'11215," 광진구",'90,"85+ ",1996,981,207,774
'11230," 동대문구",'00,"계",1996,398060,201576,196484
'11230," 동대문구",'05,"0 - 4세",1996,25610,13454,12156
'11230," 동대문구",'10,"5 - 9세",1996,22207,11724,10483
'11230," 동대문구",'15,"10 - 14세",1996,26166,13611,12555
'11230," 동대문구",'20,"15 - 19세",1996,32800,17004,15796
'11230," 동대문구",'25,"20 - 24세",1996,42738,21352,21386
'11230," 동대문구",'30,"25 - 29세",1996,50225,27363,22862
'11230," 동대문구",'35,"30 - 34세",1996,36378,19867,16511
'11230," 동대문구",'40,"35 - 39세",1996,35318,17887,17431
'11230," 동대문구",'45,"40 - 44세",1996,28927,14343,14584
'11230," 동대문구",'50,"45 - 49세",1996,23375,11149,12226
'11230," 동대문구",'55,"50 - 54세",1996,22105,10693,11412
'11230," 동대문구",'60,"55 - 59세",1996,19655,9669,9986
'11230," 동대문구",'65,"60 - 64세",1996,13167,6251,6916
'11230," 동대문구",'70,"65 - 69세",1996,7931,3293,4638
'11230," 동대문구",'75,"70 - 74세",1996,5258,1973,3285
'11230," 동대문구",'80,"75 - 79세",1996,3370,1191,2179
'11230," 동대문구",'85,"80 - 84세",1996,1785,493,1292
'11230," 동대문구",'90,"85+ ",1996,1045,259,786
'11260," 중랑구",'00,"계",1996,477850,240260,237590
'11260," 중랑구",'05,"0 - 4세",1996,38163,20154,18009
'11260," 중랑구",'10,"5 - 9세",1996,33840,17658,16182
'11260," 중랑구",'15,"10 - 14세",1996,35186,18196,16990
'11260," 중랑구",'20,"15 - 19세",1996,39735,20241,19494
'11260," 중랑구",'25,"20 - 24세",1996,45120,22077,23043
'11260," 중랑구",'30,"25 - 29세",1996,54245,27100,27145
'11260," 중랑구",'35,"30 - 34세",1996,48587,25405,23182
'11260," 중랑구",'40,"35 - 39세",1996,48591,24910,23681
'11260," 중랑구",'45,"40 - 44세",1996,36230,18491,17739
'11260," 중랑구",'50,"45 - 49세",1996,26246,13004,13242
'11260," 중랑구",'55,"50 - 54세",1996,22782,11492,11290
'11260," 중랑구",'60,"55 - 59세",1996,18456,9424,9032
'11260," 중랑구",'65,"60 - 64세",1996,11975,5682,6293
'11260," 중랑구",'70,"65 - 69세",1996,7407,2909,4498
'11260," 중랑구",'75,"70 - 74세",1996,5095,1809,3286
'11260," 중랑구",'80,"75 - 79세",1996,3311,1018,2293
'11260," 중랑구",'85,"80 - 84세",1996,1812,447,1365
'11260," 중랑구",'90,"85+ ",1996,1069,243,826
'11290," 성북구",'00,"계",1996,485240,244847,240393
'11290," 성북구",'05,"0 - 4세",1996,32036,16949,15087
'11290," 성북구",'10,"5 - 9세",1996,26589,13813,12776
'11290," 성북구",'15,"10 - 14세",1996,30858,16200,14658
'11290," 성북구",'20,"15 - 19세",1996,39928,21002,18926
'11290," 성북구",'25,"20 - 24세",1996,52015,26520,25495
'11290," 성북구",'30,"25 - 29세",1996,59546,31795,27751
'11290," 성북구",'35,"30 - 34세",1996,44375,23784,20591
'11290," 성북구",'40,"35 - 39세",1996,42597,21622,20975
'11290," 성북구",'45,"40 - 44세",1996,34855,16938,17917
'11290," 성북구",'50,"45 - 49세",1996,28777,13720,15057
'11290," 성북구",'55,"50 - 54세",1996,27963,13435,14528
'11290," 성북구",'60,"55 - 59세",1996,24456,12131,12325
'11290," 성북구",'65,"60 - 64세",1996,16402,7794,8608
'11290," 성북구",'70,"65 - 69세",1996,10147,4225,5922
'11290," 성북구",'75,"70 - 74세",1996,6616,2562,4054
'11290," 성북구",'80,"75 - 79세",1996,4249,1416,2833
'11290," 성북구",'85,"80 - 84세",1996,2411,639,1772
'11290," 성북구",'90,"85+ ",1996,1420,302,1118
'11305," 강북구",'00,"계",1996,379062,189612,189450
'11305," 강북구",'05,"0 - 4세",1996,25905,13612,12293
'11305," 강북구",'10,"5 - 9세",1996,21380,11155,10225
'11305," 강북구",'15,"10 - 14세",1996,24366,12771,11595
'11305," 강북구",'20,"15 - 19세",1996,32272,16674,15598
'11305," 강북구",'25,"20 - 24세",1996,41790,20550,21240
'11305," 강북구",'30,"25 - 29세",1996,46061,23576,22485
'11305," 강북구",'35,"30 - 34세",1996,34692,18528,16164
'11305," 강북구",'40,"35 - 39세",1996,33035,16818,16217
'11305," 강북구",'45,"40 - 44세",1996,26949,13129,13820
'11305," 강북구",'50,"45 - 49세",1996,23080,10566,12514
'11305," 강북구",'55,"50 - 54세",1996,22194,10752,11442
'11305," 강북구",'60,"55 - 59세",1996,18676,9461,9215
'11305," 강북구",'65,"60 - 64세",1996,11596,5787,5809
'11305," 강북구",'70,"65 - 69세",1996,6665,2934,3731
'11305," 강북구",'75,"70 - 74세",1996,4482,1648,2834
'11305," 강북구",'80,"75 - 79세",1996,3013,950,2063
'11305," 강북구",'85,"80 - 84세",1996,1791,461,1330
'11305," 강북구",'90,"85+ ",1996,1115,240,875
'11320," 도봉구",'00,"계",1996,381465,191531,189934
'11320," 도봉구",'05,"0 - 4세",1996,29600,15773,13827
'11320," 도봉구",'10,"5 - 9세",1996,28904,15244,13660
'11320," 도봉구",'15,"10 - 14세",1996,31251,16398,14853
'11320," 도봉구",'20,"15 - 19세",1996,31109,16299,14810
'11320," 도봉구",'25,"20 - 24세",1996,30783,15257,15526
'11320," 도봉구",'30,"25 - 29세",1996,38726,18856,19870
'11320," 도봉구",'35,"30 - 34세",1996,37612,18882,18730
'11320," 도봉구",'40,"35 - 39세",1996,42406,20762,21644
'11320," 도봉구",'45,"40 - 44세",1996,33104,17115,15989
'11320," 도봉구",'50,"45 - 49세",1996,21088,11003,10085
'11320," 도봉구",'55,"50 - 54세",1996,16655,8550,8105
'11320," 도봉구",'60,"55 - 59세",1996,14011,7100,6911
'11320," 도봉구",'65,"60 - 64세",1996,9912,4537,5375
'11320," 도봉구",'70,"65 - 69세",1996,6562,2653,3909
'11320," 도봉구",'75,"70 - 74세",1996,4495,1610,2885
'11320," 도봉구",'80,"75 - 79세",1996,2823,884,1939
'11320," 도봉구",'85,"80 - 84세",1996,1567,419,1148
'11320," 도봉구",'90,"85+ ",1996,857,189,668
'11350," 노원구",'00,"계",1996,585907,290354,295553
'11350," 노원구",'05,"0 - 4세",1996,44786,23630,21156
'11350," 노원구",'10,"5 - 9세",1996,44404,23330,21074
'11350," 노원구",'15,"10 - 14세",1996,50791,26091,24700
'11350," 노원구",'20,"15 - 19세",1996,52423,27116,25307
'11350," 노원구",'25,"20 - 24세",1996,45451,22862,22589
'11350," 노원구",'30,"25 - 29세",1996,52553,25079,27474
'11350," 노원구",'35,"30 - 34세",1996,56839,27982,28857
'11350," 노원구",'40,"35 - 39세",1996,65628,31369,34259
'11350," 노원구",'45,"40 - 44세",1996,53357,27145,26212
'11350," 노원구",'50,"45 - 49세",1996,33107,17611,15496
'11350," 노원구",'55,"50 - 54세",1996,24517,12555,11962
'11350," 노원구",'60,"55 - 59세",1996,20065,9823,10242
'11350," 노원구",'65,"60 - 64세",1996,14629,6462,8167
'11350," 노원구",'70,"65 - 69세",1996,10542,3871,6671
'11350," 노원구",'75,"70 - 74세",1996,7732,2695,5037
'11350," 노원구",'80,"75 - 79세",1996,4998,1683,3315
'11350," 노원구",'85,"80 - 84세",1996,2639,701,1938
'11350," 노원구",'90,"85+ ",1996,1446,349,1097
'11380," 은평구",'00,"계",1996,497417,246605,250812
'11380," 은평구",'05,"0 - 4세",1996,36925,19362,17563
'11380," 은평구",'10,"5 - 9세",1996,30357,15876,14481
'11380," 은평구",'15,"10 - 14세",1996,35513,18331,17182
'11380," 은평구",'20,"15 - 19세",1996,41657,21518,20139
'11380," 은평구",'25,"20 - 24세",1996,47528,23073,24455
'11380," 은평구",'30,"25 - 29세",1996,58816,29162,29654
'11380," 은평구",'35,"30 - 34세",1996,47931,25241,22690
'11380," 은평구",'40,"35 - 39세",1996,46875,22899,23976
'11380," 은평구",'45,"40 - 44세",1996,37850,18071,19779
'11380," 은평구",'50,"45 - 49세",1996,28864,13931,14933
'11380," 은평구",'55,"50 - 54세",1996,25672,12506,13166
'11380," 은평구",'60,"55 - 59세",1996,22005,11193,10812
'11380," 은평구",'65,"60 - 64세",1996,14756,7177,7579
'11380," 은평구",'70,"65 - 69세",1996,9018,3801,5217
'11380," 은평구",'75,"70 - 74세",1996,5946,2208,3738
'11380," 은평구",'80,"75 - 79세",1996,3833,1296,2537
'11380," 은평구",'85,"80 - 84세",1996,2444,634,1810
'11380," 은평구",'90,"85+ ",1996,1427,326,1101
'11410," 서대문구",'00,"계",1996,361529,180104,181425
'11410," 서대문구",'05,"0 - 4세",1996,25397,13407,11990
'11410," 서대문구",'10,"5 - 9세",1996,20474,10802,9672
'11410," 서대문구",'15,"10 - 14세",1996,21952,11390,10562
'11410," 서대문구",'20,"15 - 19세",1996,27170,14180,12990
'11410," 서대문구",'25,"20 - 24세",1996,37620,18345,19275
'11410," 서대문구",'30,"25 - 29세",1996,46435,24085,22350
'11410," 서대문구",'35,"30 - 34세",1996,34536,18337,16199
'11410," 서대문구",'40,"35 - 39세",1996,32073,16226,15847
'11410," 서대문구",'45,"40 - 44세",1996,25030,12265,12765
'11410," 서대문구",'50,"45 - 49세",1996,20357,9390,10967
'11410," 서대문구",'55,"50 - 54세",1996,20128,9354,10774
'11410," 서대문구",'60,"55 - 59세",1996,18807,9123,9684
'11410," 서대문구",'65,"60 - 64세",1996,12746,6085,6661
'11410," 서대문구",'70,"65 - 69세",1996,7743,3298,4445
'11410," 서대문구",'75,"70 - 74세",1996,5076,2007,3069
'11410," 서대문구",'80,"75 - 79세",1996,3183,1111,2072
'11410," 서대문구",'85,"80 - 84세",1996,1720,458,1262
'11410," 서대문구",'90,"85+ ",1996,1082,241,841
'11440," 마포구",'00,"계",1996,390831,194525,196306
'11440," 마포구",'05,"0 - 4세",1996,27527,14311,13216
'11440," 마포구",'10,"5 - 9세",1996,21142,11074,10068
'11440," 마포구",'15,"10 - 14세",1996,22738,11780,10958
'11440," 마포구",'20,"15 - 19세",1996,30385,15577,14808
'11440," 마포구",'25,"20 - 24세",1996,41794,20125,21669
'11440," 마포구",'30,"25 - 29세",1996,52073,26783,25290
'11440," 마포구",'35,"30 - 34세",1996,38446,20970,17476
'11440," 마포구",'40,"35 - 39세",1996,34092,17375,16717
'11440," 마포구",'45,"40 - 44세",1996,26828,12923,13905
'11440," 마포구",'50,"45 - 49세",1996,22305,10368,11937
'11440," 마포구",'55,"50 - 54세",1996,21135,10171,10964
'11440," 마포구",'60,"55 - 59세",1996,18825,9118,9707
'11440," 마포구",'65,"60 - 64세",1996,13203,6208,6995
'11440," 마포구",'70,"65 - 69세",1996,8387,3615,4772
'11440," 마포구",'75,"70 - 74세",1996,5344,2126,3218
'11440," 마포구",'80,"75 - 79세",1996,3493,1226,2267
'11440," 마포구",'85,"80 - 84세",1996,1938,513,1425
'11440," 마포구",'90,"85+ ",1996,1176,262,914
'11470," 양천구",'00,"계",1996,485497,244806,240691
'11470," 양천구",'05,"0 - 4세",1996,33327,17729,15598
'11470," 양천구",'10,"5 - 9세",1996,33294,17688,15606
'11470," 양천구",'15,"10 - 14세",1996,44014,23353,20661
'11470," 양천구",'20,"15 - 19세",1996,48980,25277,23703
'11470," 양천구",'25,"20 - 24세",1996,41494,20683,20811
'11470," 양천구",'30,"25 - 29세",1996,44967,22617,22350
'11470," 양천구",'35,"30 - 34세",1996,42601,21605,20996
'11470," 양천구",'40,"35 - 39세",1996,50767,23890,26877
'11470," 양천구",'45,"40 - 44세",1996,47217,23259,23958
'11470," 양천구",'50,"45 - 49세",1996,31915,17501,14414
'11470," 양천구",'55,"50 - 54세",1996,21601,12036,9565
'11470," 양천구",'60,"55 - 59세",1996,15209,7933,7276
'11470," 양천구",'65,"60 - 64세",1996,10542,4801,5741
'11470," 양천구",'70,"65 - 69세",1996,7682,2800,4882
'11470," 양천구",'75,"70 - 74세",1996,5390,1807,3583
'11470," 양천구",'80,"75 - 79세",1996,3508,1094,2414
'11470," 양천구",'85,"80 - 84세",1996,1924,496,1428
'11470," 양천구",'90,"85+ ",1996,1065,237,828
'11500," 강서구",'00,"계",1996,522640,260946,261694
'11500," 강서구",'05,"0 - 4세",1996,40147,21215,18932
'11500," 강서구",'10,"5 - 9세",1996,37612,19682,17930
'11500," 강서구",'15,"10 - 14세",1996,41907,21798,20109
'11500," 강서구",'20,"15 - 19세",1996,48171,24864,23307
'11500," 강서구",'25,"20 - 24세",1996,45335,22417,22918
'11500," 강서구",'30,"25 - 29세",1996,52079,25481,26598
'11500," 강서구",'35,"30 - 34세",1996,51481,26057,25424
'11500," 강서구",'40,"35 - 39세",1996,55958,27850,28108
'11500," 강서구",'45,"40 - 44세",1996,44468,21925,22543
'11500," 강서구",'50,"45 - 49세",1996,30906,15939,14967
'11500," 강서구",'55,"50 - 54세",1996,22855,12221,10634
'11500," 강서구",'60,"55 - 59세",1996,16975,8471,8504
'11500," 강서구",'65,"60 - 64세",1996,12056,5333,6723
'11500," 강서구",'70,"65 - 69세",1996,8674,3179,5495
'11500," 강서구",'75,"70 - 74세",1996,6364,2151,4213
'11500," 강서구",'80,"75 - 79세",1996,4168,1423,2745
'11500," 강서구",'85,"80 - 84세",1996,2215,621,1594
'11500," 강서구",'90,"85+ ",1996,1269,319,950
'11530," 구로구",'00,"계",1996,377391,193816,183575
'11530," 구로구",'05,"0 - 4세",1996,28317,15001,13316
'11530," 구로구",'10,"5 - 9세",1996,24061,12704,11357
'11530," 구로구",'15,"10 - 14세",1996,27468,14348,13120
'11530," 구로구",'20,"15 - 19세",1996,33303,17445,15858
'11530," 구로구",'25,"20 - 24세",1996,38113,18941,19172
'11530," 구로구",'30,"25 - 29세",1996,44636,23747,20889
'11530," 구로구",'35,"30 - 34세",1996,37016,20173,16843
'11530," 구로구",'40,"35 - 39세",1996,37022,19110,17912
'11530," 구로구",'45,"40 - 44세",1996,29479,14860,14619
'11530," 구로구",'50,"45 - 49세",1996,22445,11450,10995
'11530," 구로구",'55,"50 - 54세",1996,18247,9585,8662
'11530," 구로구",'60,"55 - 59세",1996,13884,7152,6732
'11530," 구로구",'65,"60 - 64세",1996,9082,4294,4788
'11530," 구로구",'70,"65 - 69세",1996,5748,2299,3449
'11530," 구로구",'75,"70 - 74세",1996,3879,1408,2471
'11530," 구로구",'80,"75 - 79세",1996,2499,781,1718
'11530," 구로구",'85,"80 - 84세",1996,1360,351,1009
'11530," 구로구",'90,"85+ ",1996,832,167,665
'11545," 금천구",'00,"계",1996,271718,139214,132504
'11545," 금천구",'05,"0 - 4세",1996,22079,11576,10503
'11545," 금천구",'10,"5 - 9세",1996,18105,9558,8547
'11545," 금천구",'15,"10 - 14세",1996,19416,10296,9120
'11545," 금천구",'20,"15 - 19세",1996,23210,11919,11291
'11545," 금천구",'25,"20 - 24세",1996,27546,13446,14100
'11545," 금천구",'30,"25 - 29세",1996,33510,17649,15861
'11545," 금천구",'35,"30 - 34세",1996,28567,15727,12840
'11545," 금천구",'40,"35 - 39세",1996,26697,14022,12675
'11545," 금천구",'45,"40 - 44세",1996,19967,9984,9983
'11545," 금천구",'50,"45 - 49세",1996,15093,7743,7350
'11545," 금천구",'55,"50 - 54세",1996,12362,6264,6098
'11545," 금천구",'60,"55 - 59세",1996,9366,4796,4570
'11545," 금천구",'65,"60 - 64세",1996,6126,2911,3215
'11545," 금천구",'70,"65 - 69세",1996,3831,1508,2323
'11545," 금천구",'75,"70 - 74세",1996,2752,939,1813
'11545," 금천구",'80,"75 - 79세",1996,1709,532,1177
'11545," 금천구",'85,"80 - 84세",1996,876,233,643
'11545," 금천구",'90,"85+ ",1996,506,111,395
'11560," 영등포구",'00,"계",1996,405326,205383,199943
'11560," 영등포구",'05,"0 - 4세",1996,30234,15872,14362
'11560," 영등포구",'10,"5 - 9세",1996,24629,12969,11660
'11560," 영등포구",'15,"10 - 14세",1996,26485,14007,12478
'11560," 영등포구",'20,"15 - 19세",1996,32616,16859,15757
'11560," 영등포구",'25,"20 - 24세",1996,42346,20234,22112
'11560," 영등포구",'30,"25 - 29세",1996,51712,27199,24513
'11560," 영등포구",'35,"30 - 34세",1996,40265,22144,18121
'11560," 영등포구",'40,"35 - 39세",1996,37846,19462,18384
'11560," 영등포구",'45,"40 - 44세",1996,29441,14692,14749
'11560," 영등포구",'50,"45 - 49세",1996,23225,11361,11864
'11560," 영등포구",'55,"50 - 54세",1996,20435,10166,10269
'11560," 영등포구",'60,"55 - 59세",1996,16879,8434,8445
'11560," 영등포구",'65,"60 - 64세",1996,11579,5527,6052
'11560," 영등포구",'70,"65 - 69세",1996,7052,2928,4124
'11560," 영등포구",'75,"70 - 74세",1996,4847,1798,3049
'11560," 영등포구",'80,"75 - 79세",1996,3094,1064,2030
'11560," 영등포구",'85,"80 - 84세",1996,1633,413,1220
'11560," 영등포구",'90,"85+ ",1996,1008,254,754
'11590," 동작구",'00,"계",1996,433608,218457,215151
'11590," 동작구",'05,"0 - 4세",1996,32792,17252,15540
'11590," 동작구",'10,"5 - 9세",1996,24720,12920,11800
'11590," 동작구",'15,"10 - 14세",1996,25754,13629,12125
'11590," 동작구",'20,"15 - 19세",1996,34119,17775,16344
'11590," 동작구",'25,"20 - 24세",1996,46340,22811,23529
'11590," 동작구",'30,"25 - 29세",1996,58202,30151,28051
'11590," 동작구",'35,"30 - 34세",1996,42973,23411,19562
'11590," 동작구",'40,"35 - 39세",1996,37768,19217,18551
'11590," 동작구",'45,"40 - 44세",1996,29693,14541,15152
'11590," 동작구",'50,"45 - 49세",1996,24892,11757,13135
'11590," 동작구",'55,"50 - 54세",1996,23213,11255,11958
'11590," 동작구",'60,"55 - 59세",1996,19815,9920,9895
'11590," 동작구",'65,"60 - 64세",1996,13484,6502,6982
'11590," 동작구",'70,"65 - 69세",1996,7999,3473,4526
'11590," 동작구",'75,"70 - 74세",1996,5244,1971,3273
'11590," 동작구",'80,"75 - 79세",1996,3439,1119,2320
'11590," 동작구",'85,"80 - 84세",1996,1941,477,1464
'11590," 동작구",'90,"85+ ",1996,1220,276,944
'11620," 관악구",'00,"계",1996,542325,275499,266826
'11620," 관악구",'05,"0 - 4세",1996,39667,20808,18859
'11620," 관악구",'10,"5 - 9세",1996,29837,15799,14038
'11620," 관악구",'15,"10 - 14세",1996,33748,17735,16013
'11620," 관악구",'20,"15 - 19세",1996,46343,24025,22318
'11620," 관악구",'25,"20 - 24세",1996,60734,29654,31080
'11620," 관악구",'30,"25 - 29세",1996,75080,39555,35525
'11620," 관악구",'35,"30 - 34세",1996,53451,29897,23554
'11620," 관악구",'40,"35 - 39세",1996,46124,23556,22568
'11620," 관악구",'45,"40 - 44세",1996,37882,18314,19568
'11620," 관악구",'50,"45 - 49세",1996,32243,15466,16777
'11620," 관악구",'55,"50 - 54세",1996,28728,14284,14444
'11620," 관악구",'60,"55 - 59세",1996,23305,12109,11196
'11620," 관악구",'65,"60 - 64세",1996,14090,6967,7123
'11620," 관악구",'70,"65 - 69세",1996,8345,3447,4898
'11620," 관악구",'75,"70 - 74세",1996,5534,1931,3603
'11620," 관악구",'80,"75 - 79세",1996,3770,1145,2625
'11620," 관악구",'85,"80 - 84세",1996,2137,518,1619
'11620," 관악구",'90,"85+ ",1996,1307,289,1018
